"areacd","category","value"
"E07000212","Aged 0 to 15",13547
"E07000212","Aged 16 to 64",52620
"E07000212","Aged 65+",13206
"E07000213","Aged 0 to 15",17121
"E07000213","Aged 16 to 64",60604
"E07000213","Aged 65+",16276
"E07000214","Aged 0 to 15",16913
"E07000214","Aged 16 to 64",54636
"E07000214","Aged 65+",13593
"E07000215","Aged 0 to 15",16079
"E07000215","Aged 16 to 64",51285
"E07000215","Aged 65+",14735
"E07000216","Aged 0 to 15",23671
"E07000216","Aged 16 to 64",73657
"E07000216","Aged 65+",22778
"E07000217","Aged 0 to 15",19133
"E07000217","Aged 16 to 64",63253
"E07000217","Aged 65+",14211
"E07000223","Aged 0 to 15",10552
"E07000223","Aged 16 to 64",37338
"E07000223","Aged 65+",13133
"E07000224","Aged 0 to 15",23405
"E07000224","Aged 16 to 64",86902
"E07000224","Aged 65+",38584
"E07000225","Aged 0 to 15",18608
"E07000225","Aged 16 to 64",67015
"E07000225","Aged 65+",26851
"E07000226","Aged 0 to 15",20988
"E07000226","Aged 16 to 64",69347
"E07000226","Aged 65+",13508
"E07000227","Aged 0 to 15",24576
"E07000227","Aged 16 to 64",80919
"E07000227","Aged 65+",24295
"E07000228","Aged 0 to 15",26817
"E07000228","Aged 16 to 64",86376
"E07000228","Aged 65+",24016
"E07000229","Aged 0 to 15",18196
"E07000229","Aged 16 to 64",63395
"E07000229","Aged 65+",21218
"E06000022","Aged 0 to 15",29475
"E06000022","Aged 16 to 64",112790
"E06000022","Aged 65+",31095
"E06000023","Aged 0 to 15",75268
"E06000023","Aged 16 to 64",288284
"E06000023","Aged 65+",55438
"E06000024","Aged 0 to 15",36731
"E06000024","Aged 16 to 64",124313
"E06000024","Aged 65+",40667
"E06000025","Aged 0 to 15",49878
"E06000025","Aged 16 to 64",167478
"E06000025","Aged 65+",42374
"E06000026","Aged 0 to 15",44394
"E06000026","Aged 16 to 64",168099
"E06000026","Aged 65+",40623
"E06000027","Aged 0 to 15",22050
"E06000027","Aged 16 to 64",79212
"E06000027","Aged 65+",30379
"E06000030","Aged 0 to 15",40402
"E06000030","Aged 16 to 64",136247
"E06000030","Aged 65+",27722
"E06000052","Aged 0 to 15",89621
"E06000052","Aged 16 to 64",325877
"E06000052","Aged 65+",110867
"E06000053","Aged 0 to 15",342
"E06000053","Aged 16 to 64",1439
"E06000053","Aged 65+",470
"E06000054","Aged 0 to 15",90193
"E06000054","Aged 16 to 64",294704
"E06000054","Aged 65+",81814
"E06000058","Aged 0 to 15",59676
"E06000058","Aged 16 to 64",231950
"E06000058","Aged 65+",75322
"E06000059","Aged 0 to 15",60198
"E06000059","Aged 16 to 64",216476
"E06000059","Aged 65+",86893
"E07000040","Aged 0 to 15",20675
"E07000040","Aged 16 to 64",75386
"E07000040","Aged 65+",36317
"E07000041","Aged 0 to 15",18116
"E07000041","Aged 16 to 64",78242
"E07000041","Aged 65+",18061
"E07000042","Aged 0 to 15",14522
"E07000042","Aged 16 to 64",47269
"E07000042","Aged 65+",15190
"E07000043","Aged 0 to 15",16303
"E07000043","Aged 16 to 64",56659
"E07000043","Aged 65+",20084
"E07000044","Aged 0 to 15",13491
"E07000044","Aged 16 to 64",51107
"E07000044","Aged 65+",18770
"E07000045","Aged 0 to 15",20812
"E07000045","Aged 16 to 64",75256
"E07000045","Aged 65+",28383
"E07000046","Aged 0 to 15",10640
"E07000046","Aged 16 to 64",38434
"E07000046","Aged 65+",14403
"E07000047","Aged 0 to 15",8899
"E07000047","Aged 16 to 64",32267
"E07000047","Aged 65+",11702
"E07000078","Aged 0 to 15",19579
"E07000078","Aged 16 to 64",75305
"E07000078","Aged 65+",19083
"E07000079","Aged 0 to 15",14025
"E07000079","Aged 16 to 64",50882
"E07000079","Aged 65+",17858
"E07000080","Aged 0 to 15",14456
"E07000080","Aged 16 to 64",51247
"E07000080","Aged 65+",16291
"E07000081","Aged 0 to 15",23769
"E07000081","Aged 16 to 64",78034
"E07000081","Aged 65+",17545
"E07000082","Aged 0 to 15",20774
"E07000082","Aged 16 to 64",69963
"E07000082","Aged 65+",21116
"E07000083","Aged 0 to 15",14400
"E07000083","Aged 16 to 64",50277
"E07000083","Aged 65+",15876
"E06000066","Aged 0 to 15",94746
"E06000066","Aged 16 to 64",323992
"E06000066","Aged 65+",107854
"W06000001","Aged 0 to 15",11992
"W06000001","Aged 16 to 64",42794
"W06000001","Aged 65+",15098
"W06000002","Aged 0 to 15",20965
"W06000002","Aged 16 to 64",74891
"W06000002","Aged 65+",24488
"W06000003","Aged 0 to 15",19278
"W06000003","Aged 16 to 64",67897
"W06000003","Aged 65+",27448
"W06000004","Aged 0 to 15",17170
"W06000004","Aged 16 to 64",57724
"W06000004","Aged 65+",19550
"W06000005","Aged 0 to 15",28669
"W06000005","Aged 16 to 64",97464
"W06000005","Aged 65+",25852
"W06000006","Aged 0 to 15",25229
"W06000006","Aged 16 to 64",85906
"W06000006","Aged 65+",22160
"W06000008","Aged 0 to 15",11299
"W06000008","Aged 16 to 64",48013
"W06000008","Aged 65+",15330
"W06000009","Aged 0 to 15",22185
"W06000009","Aged 16 to 64",73823
"W06000009","Aged 65+",25555
"W06000010","Aged 0 to 15",32990
"W06000010","Aged 16 to 64",112784
"W06000010","Aged 65+",37072
"W06000011","Aged 0 to 15",41256
"W06000011","Aged 16 to 64",152302
"W06000011","Aged 65+",42043
"W06000012","Aged 0 to 15",25088
"W06000012","Aged 16 to 64",88828
"W06000012","Aged 65+",25621
"W06000013","Aged 0 to 15",25669
"W06000013","Aged 16 to 64",88133
"W06000013","Aged 65+",23981
"W06000014","Aged 0 to 15",24141
"W06000014","Aged 16 to 64",79620
"W06000014","Aged 65+",22401
"W06000015","Aged 0 to 15",61356
"W06000015","Aged 16 to 64",231518
"W06000015","Aged 65+",44782
"W06000016","Aged 0 to 15",44393
"W06000016","Aged 16 to 64",151228
"W06000016","Aged 65+",39122
"W06000018","Aged 0 to 15",34828
"W06000018","Aged 16 to 64",113781
"W06000018","Aged 65+",28550
"W06000019","Aged 0 to 15",12740
"W06000019","Aged 16 to 64",44826
"W06000019","Aged 65+",12284
"W06000020","Aged 0 to 15",17574
"W06000020","Aged 16 to 64",57606
"W06000020","Aged 65+",16019
"W06000021","Aged 0 to 15",16555
"W06000021","Aged 16 to 64",55822
"W06000021","Aged 65+",18180
"W06000022","Aged 0 to 15",29157
"W06000022","Aged 16 to 64",91347
"W06000022","Aged 65+",23249
"W06000023","Aged 0 to 15",23309
"W06000023","Aged 16 to 64",80510
"W06000023","Aged 65+",29271
"W06000024","Aged 0 to 15",11122
"W06000024","Aged 16 to 64",37493
"W06000024","Aged 65+",9541
"S12000005","Aged 0 to 15",9562
"S12000005","Aged 16 to 64",33889
"S12000005","Aged 65+",7839
"S12000006","Aged 0 to 15",25664
"S12000006","Aged 16 to 64",93213
"S12000006","Aged 65+",32283
"S12000008","Aged 0 to 15",21861
"S12000008","Aged 16 to 64",79515
"S12000008","Aged 65+",20734
"S12000010","Aged 0 to 15",18622
"S12000010","Aged 16 to 64",62426
"S12000010","Aged 65+",17292
"S12000011","Aged 0 to 15",17904
"S12000011","Aged 16 to 64",56153
"S12000011","Aged 65+",15923
"S12000013","Aged 0 to 15",4752
"S12000013","Aged 16 to 64",16877
"S12000013","Aged 65+",5791
"S12000014","Aged 0 to 15",28246
"S12000014","Aged 16 to 64",101306
"S12000014","Aged 65+",24658
"S12000017","Aged 0 to 15",41317
"S12000017","Aged 16 to 64",145924
"S12000017","Aged 65+",41509
"S12000018","Aged 0 to 15",14053
"S12000018","Aged 16 to 64",53050
"S12000018","Aged 65+",14567
"S12000019","Aged 0 to 15",15516
"S12000019","Aged 16 to 64",53047
"S12000019","Aged 65+",13337
"S12000020","Aged 0 to 15",16926
"S12000020","Aged 16 to 64",59642
"S12000020","Aged 65+",16592
"S12000021","Aged 0 to 15",25072
"S12000021","Aged 16 to 64",87722
"S12000021","Aged 65+",25036
"S12000023","Aged 0 to 15",3650
"S12000023","Aged 16 to 64",13259
"S12000023","Aged 65+",4031
"S12000026","Aged 0 to 15",19854
"S12000026","Aged 16 to 64",70696
"S12000026","Aged 65+",23040
"S12000027","Aged 0 to 15",4449
"S12000027","Aged 16 to 64",14668
"S12000027","Aged 65+",3683
"S12000028","Aged 0 to 15",18705
"S12000028","Aged 16 to 64",70142
"S12000028","Aged 65+",23643
"S12000029","Aged 0 to 15",56499
"S12000029","Aged 16 to 64",204129
"S12000029","Aged 65+",51552
"S12000030","Aged 0 to 15",16002
"S12000030","Aged 16 to 64",57544
"S12000030","Aged 65+",15144
"S12000033","Aged 0 to 15",32171
"S12000033","Aged 16 to 64",152776
"S12000033","Aged 65+",32073
"S12000034","Aged 0 to 15",47280
"S12000034","Aged 16 to 64",162513
"S12000034","Aged 65+",39227
"S12000035","Aged 0 to 15",14758
"S12000035","Aged 16 to 64",55889
"S12000035","Aged 65+",18803
"S12000036","Aged 0 to 15",70239
"S12000036","Aged 16 to 64",325019
"S12000036","Aged 65+",67972
"S12000038","Aged 0 to 15",30809
"S12000038","Aged 16 to 64",113416
"S12000038","Aged 65+",28795
"S12000039","Aged 0 to 15",16367
"S12000039","Aged 16 to 64",59953
"S12000039","Aged 65+",14760
"S12000040","Aged 0 to 15",35287
"S12000040","Aged 16 to 64",115060
"S12000040","Aged 65+",22693
"S12000041","Aged 0 to 15",20516
"S12000041","Aged 16 to 64",72020
"S12000041","Aged 65+",22294
"S12000042","Aged 0 to 15",23902
"S12000042","Aged 16 to 64",96358
"S12000042","Aged 65+",24910
"S12000045","Aged 0 to 15",19019
"S12000045","Aged 16 to 64",66232
"S12000045","Aged 65+",19709
"S12000047","Aged 0 to 15",64607
"S12000047","Aged 16 to 64",234634
"S12000047","Aged 65+",62179
"S12000048","Aged 0 to 15",25206
"S12000048","Aged 16 to 64",90710
"S12000048","Aged 65+",28454
"S12000049","Aged 0 to 15",96562
"S12000049","Aged 16 to 64",402333
"S12000049","Aged 65+",82725
"S12000050","Aged 0 to 15",64850
"S12000050","Aged 16 to 64",220983
"S12000050","Aged 65+",49327
"N09000001","Aged 0 to 15",29060
"N09000001","Aged 16 to 64",88981
"N09000001","Aged 65+",19381
"N09000002","Aged 0 to 15",43624
"N09000002","Aged 16 to 64",126275
"N09000002","Aged 65+",26304
"N09000003","Aged 0 to 15",64779
"N09000003","Aged 16 to 64",219107
"N09000003","Aged 65+",47877
"N09000004","Aged 0 to 15",28869
"N09000004","Aged 16 to 64",90015
"N09000004","Aged 65+",20732
"N09000005","Aged 0 to 15",33953
"N09000005","Aged 16 to 64",96519
"N09000005","Aged 65+",17581
"N09000006","Aged 0 to 15",24844
"N09000006","Aged 16 to 64",71854
"N09000006","Aged 65+",15300
"N09000007","Aged 0 to 15",27203
"N09000007","Aged 16 to 64",85027
"N09000007","Aged 65+",20156
"N09000008","Aged 0 to 15",26907
"N09000008","Aged 16 to 64",86432
"N09000008","Aged 65+",21435
"N09000009","Aged 0 to 15",31336
"N09000009","Aged 16 to 64",87541
"N09000009","Aged 65+",16531
"N09000010","Aged 0 to 15",39276
"N09000010","Aged 16 to 64",108582
"N09000010","Aged 65+",21794
"N09000011","Aged 0 to 15",29669
"N09000011","Aged 16 to 64",100113
"N09000011","Aged 65+",26276
