"areacd","category","value"
"E07000118","Aged 0 to 15",19903
"E07000118","Aged 16 to 64",65038
"E07000118","Aged 65+",13881
"E07000119","Aged 0 to 15",12693
"E07000119","Aged 16 to 64",43398
"E07000119","Aged 65+",16565
"E07000120","Aged 0 to 15",18652
"E07000120","Aged 16 to 64",49903
"E07000120","Aged 65+",12284
"E07000121","Aged 0 to 15",25346
"E07000121","Aged 16 to 64",85353
"E07000121","Aged 65+",23897
"E07000122","Aged 0 to 15",20154
"E07000122","Aged 16 to 64",54091
"E07000122","Aged 65+",13579
"E07000123","Aged 0 to 15",28188
"E07000123","Aged 16 to 64",84424
"E07000123","Aged 65+",18985
"E07000124","Aged 0 to 15",10254
"E07000124","Aged 16 to 64",33805
"E07000124","Aged 65+",9073
"E07000125","Aged 0 to 15",14651
"E07000125","Aged 16 to 64",41225
"E07000125","Aged 65+",9464
"E07000126","Aged 0 to 15",21300
"E07000126","Aged 16 to 64",66130
"E07000126","Aged 65+",15739
"E07000127","Aged 0 to 15",22396
"E07000127","Aged 16 to 64",68993
"E07000127","Aged 65+",16472
"E07000128","Aged 0 to 15",19503
"E07000128","Aged 16 to 64",61215
"E07000128","Aged 65+",22784
"E08000001","Aged 0 to 15",57297
"E08000001","Aged 16 to 64",164188
"E08000001","Aged 65+",38911
"E08000002","Aged 0 to 15",39108
"E08000002","Aged 16 to 64",115591
"E08000002","Aged 65+",26321
"E08000003","Aged 0 to 15",90904
"E08000003","Aged 16 to 64",268809
"E08000003","Aged 65+",56725
"E08000004","Aged 0 to 15",50493
"E08000004","Aged 16 to 64",136851
"E08000004","Aged 65+",31076
"E08000005","Aged 0 to 15",47460
"E08000005","Aged 16 to 64",128132
"E08000005","Aged 65+",29273
"E08000006","Aged 0 to 15",46150
"E08000006","Aged 16 to 64",138362
"E08000006","Aged 65+",35506
"E08000007","Aged 0 to 15",58232
"E08000007","Aged 16 to 64",180682
"E08000007","Aged 65+",46910
"E08000008","Aged 0 to 15",46433
"E08000008","Aged 16 to 64",135252
"E08000008","Aged 65+",31882
"E08000009","Aged 0 to 15",43765
"E08000009","Aged 16 to 64",134964
"E08000009","Aged 65+",34222
"E08000010","Aged 0 to 15",62893
"E08000010","Aged 16 to 64",196080
"E08000010","Aged 65+",43016
"E08000011","Aged 0 to 15",36034
"E08000011","Aged 16 to 64",94003
"E08000011","Aged 65+",21800
"E08000012","Aged 0 to 15",93372
"E08000012","Aged 16 to 64",287105
"E08000012","Aged 65+",67940
"E08000013","Aged 0 to 15",37026
"E08000013","Aged 16 to 64",112665
"E08000013","Aged 65+",27104
"E08000014","Aged 0 to 15",58366
"E08000014","Aged 16 to 64",172443
"E08000014","Aged 65+",53353
"E08000015","Aged 0 to 15",66856
"E08000015","Aged 16 to 64",192953
"E08000015","Aged 65+",57202
"E06000010","Aged 0 to 15",56045
"E06000010","Aged 16 to 64",161612
"E06000010","Aged 65+",38215
"E06000011","Aged 0 to 15",58685
"E06000011","Aged 16 to 64",194548
"E06000011","Aged 65+",55911
"E06000012","Aged 0 to 15",35267
"E06000012","Aged 16 to 64",96968
"E06000012","Aged 65+",25753
"E06000013","Aged 0 to 15",31111
"E06000013","Aged 16 to 64",95771
"E06000013","Aged 65+",25080
"E06000014","Aged 0 to 15",32121
"E06000014","Aged 16 to 64",114842
"E06000014","Aged 65+",30182
"E06000065","Aged 0 to 15",109890
"E06000065","Aged 16 to 64",350375
"E06000065","Aged 65+",101747
"E08000016","Aged 0 to 15",45479
"E08000016","Aged 16 to 64",137943
"E08000016","Aged 65+",35270
"E08000017","Aged 0 to 15",61153
"E08000017","Aged 16 to 64",179519
"E08000017","Aged 65+",46277
"E08000018","Aged 0 to 15",52795
"E08000018","Aged 16 to 64",157109
"E08000018","Aged 65+",38045
"E08000019","Aged 0 to 15",99769
"E08000019","Aged 16 to 64",331509
"E08000019","Aged 65+",85056
"E08000032","Aged 0 to 15",110926
"E08000032","Aged 16 to 64",288223
"E08000032","Aged 65+",67784
"E08000033","Aged 0 to 15",41191
"E08000033","Aged 16 to 64",120077
"E08000033","Aged 65+",29970
"E08000034","Aged 0 to 15",84043
"E08000034","Aged 16 to 64",244856
"E08000034","Aged 65+",56391
"E08000035","Aged 0 to 15",145655
"E08000035","Aged 16 to 64",459666
"E08000035","Aged 65+",109558
"E08000036","Aged 0 to 15",65722
"E08000036","Aged 16 to 64",200248
"E08000036","Aged 65+",47968
"E06000015","Aged 0 to 15",49128
"E06000015","Aged 16 to 64",145452
"E06000015","Aged 65+",36672
"E06000016","Aged 0 to 15",64448
"E06000016","Aged 16 to 64",182716
"E06000016","Aged 65+",38776
"E06000017","Aged 0 to 15",6297
"E06000017","Aged 16 to 64",21751
"E06000017","Aged 65+",5489
"E06000018","Aged 0 to 15",56521
"E06000018","Aged 16 to 64",177294
"E06000018","Aged 65+",39722
"E06000061","Aged 0 to 15",59708
"E06000061","Aged 16 to 64",177265
"E06000061","Aged 65+",41538
"E06000062","Aged 0 to 15",73127
"E06000062","Aged 16 to 64",222580
"E06000062","Aged 65+",46508
"E07000032","Aged 0 to 15",22339
"E07000032","Aged 16 to 64",73804
"E07000032","Aged 65+",19381
"E07000033","Aged 0 to 15",14135
"E07000033","Aged 16 to 64",44261
"E07000033","Aged 65+",12301
"E07000034","Aged 0 to 15",19260
"E07000034","Aged 16 to 64",62279
"E07000034","Aged 65+",17319
"E07000035","Aged 0 to 15",12835
"E07000035","Aged 16 to 64",43900
"E07000035","Aged 65+",12944
"E07000036","Aged 0 to 15",22487
"E07000036","Aged 16 to 64",68708
"E07000036","Aged 65+",17227
"E07000037","Aged 0 to 15",18487
"E07000037","Aged 16 to 64",56212
"E07000037","Aged 65+",13430
"E07000038","Aged 0 to 15",18358
"E07000038","Aged 16 to 64",61724
"E07000038","Aged 65+",17018
"E07000039","Aged 0 to 15",16314
"E07000039","Aged 16 to 64",51893
"E07000039","Aged 65+",11496
"E07000129","Aged 0 to 15",18002
"E07000129","Aged 16 to 64",57354
"E07000129","Aged 65+",13022
"E07000130","Aged 0 to 15",29723
"E07000130","Aged 16 to 64",100631
"E07000130","Aged 65+",22654
"E07000131","Aged 0 to 15",14806
"E07000131","Aged 16 to 64",47634
"E07000131","Aged 65+",11501
"E07000132","Aged 0 to 15",19361
"E07000132","Aged 16 to 64",64720
"E07000132","Aged 65+",15680
"E07000133","Aged 0 to 15",9417
"E07000133","Aged 16 to 64",30119
"E07000133","Aged 65+",7511
"E07000134","Aged 0 to 15",16516
"E07000134","Aged 16 to 64",54215
"E07000134","Aged 65+",13496
"E07000135","Aged 0 to 15",10970
"E07000135","Aged 16 to 64",35012
"E07000135","Aged 65+",9221
"E07000136","Aged 0 to 15",10302
"E07000136","Aged 16 to 64",33869
"E07000136","Aged 65+",10718
"E07000137","Aged 0 to 15",22803
"E07000137","Aged 16 to 64",76028
"E07000137","Aged 65+",28087
"E07000138","Aged 0 to 15",17475
"E07000138","Aged 16 to 64",53957
"E07000138","Aged 65+",13230
"E07000139","Aged 0 to 15",17284
"E07000139","Aged 16 to 64",56339
"E07000139","Aged 65+",16493
"E07000140","Aged 0 to 15",13171
"E07000140","Aged 16 to 64",45335
"E07000140","Aged 65+",15871
"E07000141","Aged 0 to 15",25639
"E07000141","Aged 16 to 64",77994
"E07000141","Aged 65+",19989
"E07000142","Aged 0 to 15",15514
"E07000142","Aged 16 to 64",48531
"E07000142","Aged 65+",14080
"E07000170","Aged 0 to 15",22387
"E07000170","Aged 16 to 64",70029
"E07000170","Aged 65+",17281
"E07000171","Aged 0 to 15",21494
"E07000171","Aged 16 to 64",67808
"E07000171","Aged 65+",17085
"E07000172","Aged 0 to 15",20782
"E07000172","Aged 16 to 64",70093
"E07000172","Aged 65+",17401
"E07000173","Aged 0 to 15",21581
"E07000173","Aged 16 to 64",71905
"E07000173","Aged 65+",18440
"E07000174","Aged 0 to 15",20812
"E07000174","Aged 16 to 64",62675
"E07000174","Aged 65+",15950
"E07000175","Aged 0 to 15",21325
"E07000175","Aged 16 to 64",66072
"E07000175","Aged 65+",17894
"E07000176","Aged 0 to 15",20083
"E07000176","Aged 16 to 64",67040
"E07000176","Aged 65+",16928
"E06000019","Aged 0 to 15",33951
"E06000019","Aged 16 to 64",105317
"E06000019","Aged 65+",32729
"E06000020","Aged 0 to 15",34775
"E06000020","Aged 16 to 64",100082
"E06000020","Aged 65+",18873
"E06000021","Aged 0 to 15",49746
"E06000021","Aged 16 to 64",154785
"E06000021","Aged 65+",39599
"E06000051","Aged 0 to 15",53640
"E06000051","Aged 16 to 64",175297
"E06000051","Aged 65+",50357
"E07000192","Aged 0 to 15",19765
"E07000192","Aged 16 to 64",59532
"E07000192","Aged 65+",12327
"E07000193","Aged 0 to 15",21767
"E07000193","Aged 16 to 64",64168
"E07000193","Aged 65+",16133
"E07000194","Aged 0 to 15",18313
"E07000194","Aged 16 to 64",61206
"E07000194","Aged 65+",13971
"E07000195","Aged 0 to 15",23261
"E07000195","Aged 16 to 64",78443
"E07000195","Aged 65+",20499
"E07000196","Aged 0 to 15",20561
"E07000196","Aged 16 to 64",68546
"E07000196","Aged 65+",16076
"E07000197","Aged 0 to 15",22867
"E07000197","Aged 16 to 64",78894
"E07000197","Aged 65+",19860
"E07000198","Aged 0 to 15",17334
"E07000198","Aged 16 to 64",60224
"E07000198","Aged 65+",15910
"E07000199","Aged 0 to 15",17163
"E07000199","Aged 16 to 64",48755
"E07000199","Aged 65+",8085
"E07000218","Aged 0 to 15",12510
"E07000218","Aged 16 to 64",40152
"E07000218","Aged 65+",9148
"E07000219","Aged 0 to 15",25347
"E07000219","Aged 16 to 64",75784
"E07000219","Aged 65+",17323
"E07000220","Aged 0 to 15",17568
"E07000220","Aged 16 to 64",54774
"E07000220","Aged 65+",13813
"E07000221","Aged 0 to 15",20048
"E07000221","Aged 16 to 64",70353
"E07000221","Aged 65+",19751
"E07000222","Aged 0 to 15",22872
"E07000222","Aged 16 to 64",79663
"E07000222","Aged 65+",20459
"E07000234","Aged 0 to 15",16751
"E07000234","Aged 16 to 64",55126
"E07000234","Aged 65+",14815
"E07000235","Aged 0 to 15",13429
"E07000235","Aged 16 to 64",43933
"E07000235","Aged 65+",14700
"E07000236","Aged 0 to 15",17338
"E07000236","Aged 16 to 64",51479
"E07000236","Aged 65+",9461
"E07000237","Aged 0 to 15",19118
"E07000237","Aged 16 to 64",60025
"E07000237","Aged 65+",13331
"E07000238","Aged 0 to 15",21304
"E07000238","Aged 16 to 64",70305
"E07000238","Aged 65+",19312
"E07000239","Aged 0 to 15",18800
"E07000239","Aged 16 to 64",62534
"E07000239","Aged 65+",15618
"E08000025","Aged 0 to 15",233023
"E08000025","Aged 16 to 64",612570
"E08000025","Aged 65+",144119
"E08000026","Aged 0 to 15",65337
"E08000026","Aged 16 to 64",193101
"E08000026","Aged 65+",46402
"E08000027","Aged 0 to 15",61483
"E08000027","Aged 16 to 64",193421
"E08000027","Aged 65+",49974
"E08000028","Aged 0 to 15",62679
"E08000028","Aged 16 to 64",176425
"E08000028","Aged 65+",46981
"E08000029","Aged 0 to 15",42224
"E08000029","Aged 16 to 64",125005
"E08000029","Aged 65+",32961
"E08000030","Aged 0 to 15",56052
"E08000030","Aged 16 to 64",159055
"E08000030","Aged 65+",40701
"E08000031","Aged 0 to 15",51128
"E08000031","Aged 16 to 64",149679
"E08000031","Aged 65+",39884
"E06000031","Aged 0 to 15",34630
"E06000031","Aged 16 to 64",100264
"E06000031","Aged 65+",21626
"E06000032","Aged 0 to 15",44795
"E06000032","Aged 16 to 64",118836
"E06000032","Aged 65+",21359
"E06000033","Aged 0 to 15",32800
"E06000033","Aged 16 to 64",98783
"E06000033","Aged 65+",31332
"E06000034","Aged 0 to 15",31057
"E06000034","Aged 16 to 64",90198
"E06000034","Aged 65+",18214
"E06000055","Aged 0 to 15",30041
"E06000055","Aged 16 to 64",92459
"E06000055","Aged 65+",21265
"E06000056","Aged 0 to 15",49969
"E06000056","Aged 16 to 64",150072
"E06000056","Aged 65+",30595
"E07000008","Aged 0 to 15",16587
"E07000008","Aged 16 to 64",78475
"E07000008","Aged 65+",14808
"E07000009","Aged 0 to 15",14095
"E07000009","Aged 16 to 64",45640
"E07000009","Aged 65+",11508
"E07000010","Aged 0 to 15",16352
"E07000010","Aged 16 to 64",50452
"E07000010","Aged 65+",15506
"E07000011","Aged 0 to 15",34264
"E07000011","Aged 16 to 64",101829
"E07000011","Aged 65+",19477
"E07000012","Aged 0 to 15",26060
"E07000012","Aged 16 to 64",83806
"E07000012","Aged 65+",18723
"E07000066","Aged 0 to 15",35535
"E07000066","Aged 16 to 64",104755
"E07000066","Aged 65+",23895
"E07000067","Aged 0 to 15",26924
"E07000067","Aged 16 to 64",82635
"E07000067","Aged 65+",19434
"E07000068","Aged 0 to 15",13107
"E07000068","Aged 16 to 64",43266
"E07000068","Aged 65+",12329
"E07000069","Aged 0 to 15",16800
"E07000069","Aged 16 to 64",54973
"E07000069","Aged 65+",14296
"E07000070","Aged 0 to 15",31485
"E07000070","Aged 16 to 64",102006
"E07000070","Aged 65+",22403
"E07000071","Aged 0 to 15",30949
"E07000071","Aged 16 to 64",101205
"E07000071","Aged 65+",22563
"E07000072","Aged 0 to 15",23624
"E07000072","Aged 16 to 64",76199
"E07000072","Aged 65+",20358
"E07000073","Aged 0 to 15",16795
"E07000073","Aged 16 to 64",49246
"E07000073","Aged 65+",11514
"E07000074","Aged 0 to 15",11862
"E07000074","Aged 16 to 64",36840
"E07000074","Aged 65+",8755
"E07000075","Aged 0 to 15",15304
"E07000075","Aged 16 to 64",48763
"E07000075","Aged 65+",13328
"E07000076","Aged 0 to 15",23934
"E07000076","Aged 16 to 64",76168
"E07000076","Aged 65+",35567
"E07000077","Aged 0 to 15",14092
"E07000077","Aged 16 to 64",43846
"E07000077","Aged 65+",10288
"E07000095","Aged 0 to 15",17619
"E07000095","Aged 16 to 64",54882
"E07000095","Aged 65+",12264
"E07000096","Aged 0 to 15",29050
"E07000096","Aged 16 to 64",87385
"E07000096","Aged 65+",20578
"E07000098","Aged 0 to 15",19523
"E07000098","Aged 16 to 64",58544
"E07000098","Aged 65+",15509
"E07000099","Aged 0 to 15",23931
"E07000099","Aged 16 to 64",72955
"E07000099","Aged 65+",18398
"E07000102","Aged 0 to 15",16916
"E07000102","Aged 16 to 64",52254
"E07000102","Aged 65+",13573
"E07000103","Aged 0 to 15",16666
"E07000103","Aged 16 to 64",52904
"E07000103","Aged 65+",10401
"E07000143","Aged 0 to 15",23307
"E07000143","Aged 16 to 64",72657
"E07000143","Aged 65+",22562
"E07000144","Aged 0 to 15",21604
"E07000144","Aged 16 to 64",73203
"E07000144","Aged 65+",21959
"E07000145","Aged 0 to 15",17653
"E07000145","Aged 16 to 64",54896
"E07000145","Aged 65+",17459
"E07000146","Aged 0 to 15",24825
"E07000146","Aged 16 to 64",80686
"E07000146","Aged 65+",28187
"E07000147","Aged 0 to 15",16186
"E07000147","Aged 16 to 64",56991
"E07000147","Aged 65+",24528
"E07000148","Aged 0 to 15",21758
"E07000148","Aged 16 to 64",78823
"E07000148","Aged 65+",20618
"E07000149","Aged 0 to 15",20167
"E07000149","Aged 16 to 64",67733
"E07000149","Aged 65+",20652
"E07000200","Aged 0 to 15",16118
"E07000200","Aged 16 to 64",51178
"E07000200","Aged 65+",14762
"E07000202","Aged 0 to 15",24801
"E07000202","Aged 16 to 64",71749
"E07000202","Aged 65+",19726
"E07000203","Aged 0 to 15",16941
"E07000203","Aged 16 to 64",53288
"E07000203","Aged 65+",14854
"E07000240","Aged 0 to 15",26059
"E07000240","Aged 16 to 64",83055
"E07000240","Aged 65+",19015
"E07000241","Aged 0 to 15",19386
"E07000241","Aged 16 to 64",60986
"E07000241","Aged 65+",16466
"E07000242","Aged 0 to 15",26373
"E07000242","Aged 16 to 64",83682
"E07000242","Aged 65+",17109
"E07000243","Aged 0 to 15",18313
"E07000243","Aged 16 to 64",49536
"E07000243","Aged 65+",10674
"E07000244","Aged 0 to 15",44326
"E07000244","Aged 16 to 64",133955
"E07000244","Aged 65+",46857
"E07000245","Aged 0 to 15",33157
"E07000245","Aged 16 to 64",101995
"E07000245","Aged 65+",23635
"E09000001","Aged 0 to 15",635
"E09000001","Aged 16 to 64",4959
"E09000001","Aged 65+",987
"E09000002","Aged 0 to 15",37942
"E09000002","Aged 16 to 64",99674
"E09000002","Aged 65+",24828
"E09000003","Aged 0 to 15",63956
"E09000003","Aged 16 to 64",203809
"E09000003","Aged 65+",45704
"E09000004","Aged 0 to 15",46182
"E09000004","Aged 16 to 64",137273
"E09000004","Aged 65+",34003
"E09000005","Aged 0 to 15",54185
"E09000005","Aged 16 to 64",176880
"E09000005","Aged 65+",29252
"E09000006","Aged 0 to 15",57992
"E09000006","Aged 16 to 64",186966
"E09000006","Aged 65+",49944
"E09000007","Aged 0 to 15",32255
"E09000007","Aged 16 to 64",135938
"E09000007","Aged 65+",21810
"E09000008","Aged 0 to 15",72804
"E09000008","Aged 16 to 64",216741
"E09000008","Aged 65+",42521
"E09000009","Aged 0 to 15",61835
"E09000009","Aged 16 to 64",205498
"E09000009","Aged 65+",34919
"E09000010","Aged 0 to 15",58315
"E09000010","Aged 16 to 64",176725
"E09000010","Aged 65+",37691
"E09000011","Aged 0 to 15",46817
"E09000011","Aged 16 to 64",136950
"E09000011","Aged 65+",28401
"E09000012","Aged 0 to 15",47883
"E09000012","Aged 16 to 64",131908
"E09000012","Aged 65+",19296
"E09000013","Aged 0 to 15",26808
"E09000013","Aged 16 to 64",116383
"E09000013","Aged 65+",17443
"E09000014","Aged 0 to 15",46794
"E09000014","Aged 16 to 64",150241
"E09000014","Aged 65+",21524
"E09000015","Aged 0 to 15",42817
"E09000015","Aged 16 to 64",135438
"E09000015","Aged 65+",29654
"E09000016","Aged 0 to 15",44930
"E09000016","Aged 16 to 64",141529
"E09000016","Aged 65+",39253
"E09000017","Aged 0 to 15",52093
"E09000017","Aged 16 to 64",159013
"E09000017","Aged 65+",33947
"E09000018","Aged 0 to 15",45144
"E09000018","Aged 16 to 64",144260
"E09000018","Aged 65+",24894
"E09000019","Aged 0 to 15",33115
"E09000019","Aged 16 to 64",123870
"E09000019","Aged 65+",18732
"E09000020","Aged 0 to 15",22700
"E09000020","Aged 16 to 64",106025
"E09000020","Aged 65+",18953
"E09000021","Aged 0 to 15",27746
"E09000021","Aged 16 to 64",98224
"E09000021","Aged 65+",20033
"E09000022","Aged 0 to 15",53239
"E09000022","Aged 16 to 64",187932
"E09000022","Aged 65+",25646
"E09000023","Aged 0 to 15",53448
"E09000023","Aged 16 to 64",168327
"E09000023","Aged 65+",28535
"E09000024","Aged 0 to 15",36418
"E09000024","Aged 16 to 64",124201
"E09000024","Aged 65+",24443
"E09000025","Aged 0 to 15",65725
"E09000025","Aged 16 to 64",152460
"E09000025","Aged 65+",22332
"E09000026","Aged 0 to 15",50797
"E09000026","Aged 16 to 64",153953
"E09000026","Aged 65+",33388
"E09000027","Aged 0 to 15",31620
"E09000027","Aged 16 to 64",116571
"E09000027","Aged 65+",24591
"E09000028","Aged 0 to 15",52088
"E09000028","Aged 16 to 64",168741
"E09000028","Aged 65+",27024
"E09000029","Aged 0 to 15",37217
"E09000029","Aged 16 to 64",115905
"E09000029","Aged 65+",26253
"E09000030","Aged 0 to 15",46536
"E09000030","Aged 16 to 64",127824
"E09000030","Aged 65+",19147
"E09000031","Aged 0 to 15",48714
"E09000031","Aged 16 to 64",146014
"E09000031","Aged 65+",26329
"E09000032","Aged 0 to 15",42375
"E09000032","Aged 16 to 64",191832
"E09000032","Aged 65+",30013
"E09000033","Aged 0 to 15",26081
"E09000033","Aged 16 to 64",138516
"E09000033","Aged 65+",24636
"E06000035","Aged 0 to 15",56268
"E06000035","Aged 16 to 64",159113
"E06000035","Aged 65+",31002
"E06000036","Aged 0 to 15",24549
"E06000036","Aged 16 to 64",73562
"E06000036","Aged 65+",11708
"E06000037","Aged 0 to 15",30199
"E06000037","Aged 16 to 64",95162
"E06000037","Aged 65+",18768
"E06000038","Aged 0 to 15",28548
"E06000038","Aged 16 to 64",96713
"E06000038","Aged 65+",18251
"E06000039","Aged 0 to 15",26857
"E06000039","Aged 16 to 64",77895
"E06000039","Aged 65+",13745
"E06000040","Aged 0 to 15",25870
"E06000040","Aged 16 to 64",86625
"E06000040","Aged 65+",20422
"E06000041","Aged 0 to 15",31309
"E06000041","Aged 16 to 64",99559
"E06000041","Aged 65+",17044
"E06000042","Aged 0 to 15",48047
"E06000042","Aged 16 to 64",137961
"E06000042","Aged 65+",20656
"E06000043","Aged 0 to 15",41627
"E06000043","Aged 16 to 64",164272
"E06000043","Aged 65+",42109
"E06000044","Aged 0 to 15",36667
"E06000044","Aged 16 to 64",121936
"E06000044","Aged 65+",29165
"E06000045","Aged 0 to 15",41192
"E06000045","Aged 16 to 64",142535
"E06000045","Aged 65+",32330
"E06000046","Aged 0 to 15",24055
"E06000046","Aged 16 to 64",76531
"E06000046","Aged 65+",29411
"E06000060","Aged 0 to 15",99559
"E06000060","Aged 16 to 64",308800
"E06000060","Aged 65+",67524
"E07000061","Aged 0 to 15",15966
"E07000061","Aged 16 to 64",50535
"E07000061","Aged 65+",22232
"E07000062","Aged 0 to 15",17816
"E07000062","Aged 16 to 64",50793
"E07000062","Aged 65+",15480
"E07000063","Aged 0 to 15",17533
"E07000063","Aged 16 to 64",52824
"E07000063","Aged 65+",20491
"E07000064","Aged 0 to 15",14985
"E07000064","Aged 16 to 64",46721
"E07000064","Aged 65+",24593
"E07000065","Aged 0 to 15",26937
"E07000065","Aged 16 to 64",83289
"E07000065","Aged 65+",29186
"E07000084","Aged 0 to 15",32512
"E07000084","Aged 16 to 64",100282
"E07000084","Aged 65+",18419
"E07000085","Aged 0 to 15",22752
"E07000085","Aged 16 to 64",69075
"E07000085","Aged 65+",16808
"E07000086","Aged 0 to 15",24258
"E07000086","Aged 16 to 64",73495
"E07000086","Aged 65+",16716
"E07000087","Aged 0 to 15",20788
"E07000087","Aged 16 to 64",67178
"E07000087","Aged 65+",18199
"E07000088","Aged 0 to 15",16219
"E07000088","Aged 16 to 64",48158
"E07000088","Aged 65+",11979
"E07000089","Aged 0 to 15",16956
"E07000089","Aged 16 to 64",55738
"E07000089","Aged 65+",10294
"E07000090","Aged 0 to 15",23842
"E07000090","Aged 16 to 64",71780
"E07000090","Aged 65+",21657
"E07000091","Aged 0 to 15",31062
"E07000091","Aged 16 to 64",100748
"E07000091","Aged 65+",37390
"E07000092","Aged 0 to 15",19781
"E07000092","Aged 16 to 64",60405
"E07000092","Aged 65+",10310
"E07000093","Aged 0 to 15",22916
"E07000093","Aged 16 to 64",69879
"E07000093","Aged 65+",15916
"E07000094","Aged 0 to 15",19892
"E07000094","Aged 16 to 64",69287
"E07000094","Aged 65+",18128
"E07000105","Aged 0 to 15",21435
"E07000105","Aged 16 to 64",62396
"E07000105","Aged 65+",16241
"E07000106","Aged 0 to 15",24658
"E07000106","Aged 16 to 64",82603
"E07000106","Aged 65+",26401
"E07000107","Aged 0 to 15",18189
"E07000107","Aged 16 to 64",54681
"E07000107","Aged 65+",12175
"E07000108","Aged 0 to 15",21319
"E07000108","Aged 16 to 64",63062
"E07000108","Aged 65+",19625
"E07000109","Aged 0 to 15",20751
"E07000109","Aged 16 to 64",59466
"E07000109","Aged 65+",14358
"E07000110","Aged 0 to 15",27494
"E07000110","Aged 16 to 64",89301
"E07000110","Aged 65+",21146
"E07000111","Aged 0 to 15",22412
"E07000111","Aged 16 to 64",68755
"E07000111","Aged 65+",18479
"E07000112","Aged 0 to 15",19084
"E07000112","Aged 16 to 64",57442
"E07000112","Aged 65+",19285
"E07000113","Aged 0 to 15",26059
"E07000113","Aged 16 to 64",75961
"E07000113","Aged 65+",18059
"E07000114","Aged 0 to 15",25734
"E07000114","Aged 16 to 64",72837
"E07000114","Aged 65+",27905
"E07000115","Aged 0 to 15",23066
"E07000115","Aged 16 to 64",67750
"E07000115","Aged 65+",15560
"E07000116","Aged 0 to 15",21342
"E07000116","Aged 16 to 64",64793
"E07000116","Aged 65+",16896
"E07000177","Aged 0 to 15",27990
"E07000177","Aged 16 to 64",84844
"E07000177","Aged 65+",17167
"E07000178","Aged 0 to 15",22885
"E07000178","Aged 16 to 64",95930
"E07000178","Aged 65+",17692
"E07000179","Aged 0 to 15",26239
"E07000179","Aged 16 to 64",82606
"E07000179","Aged 65+",19041
"E07000180","Aged 0 to 15",23261
"E07000180","Aged 16 to 64",73210
"E07000180","Aged 65+",17371
"E07000181","Aged 0 to 15",19431
"E07000181","Aged 16 to 64",61168
"E07000181","Aged 65+",14965
"E07000207","Aged 0 to 15",25032
"E07000207","Aged 16 to 64",77182
"E07000207","Aged 65+",19848
"E07000208","Aged 0 to 15",12827
"E07000208","Aged 16 to 64",43052
"E07000208","Aged 65+",11399
"E07000209","Aged 0 to 15",23250
"E07000209","Aged 16 to 64",85580
"E07000209","Aged 65+",19697
"E07000210","Aged 0 to 15",15142
"E07000210","Aged 16 to 64",49803
"E07000210","Aged 65+",15308
"E07000211","Aged 0 to 15",24857
"E07000211","Aged 16 to 64",79732
"E07000211","Aged 65+",20392
"E07000212","Aged 0 to 15",13768
"E07000212","Aged 16 to 64",50713
