"areacd","category","value"
"E06000012","Aged 0 to 15",30107
"E06000012","Aged 16 to 64",98663
"E06000012","Aged 65+",30650
"E06000013","Aged 0 to 15",31016
"E06000013","Aged 16 to 64",104429
"E06000013","Aged 65+",33371
"E06000014","Aged 0 to 15",31943
"E06000014","Aged 16 to 64",133959
"E06000014","Aged 65+",36304
"E06000065","Aged 0 to 15",101861
"E06000065","Aged 16 to 64",365000
"E06000065","Aged 65+",136811
"E08000016","Aged 0 to 15",43300
"E08000016","Aged 16 to 64",149411
"E08000016","Aged 65+",43710
"E08000017","Aged 0 to 15",57223
"E08000017","Aged 16 to 64",191151
"E08000017","Aged 65+",55299
"E08000018","Aged 0 to 15",50137
"E08000018","Aged 16 to 64",162398
"E08000018","Aged 65+",48856
"E08000019","Aged 0 to 15",100879
"E08000019","Aged 16 to 64",362878
"E08000019","Aged 65+",91048
"E08000032","Aged 0 to 15",125092
"E08000032","Aged 16 to 64",331620
"E08000032","Aged 65+",75083
"E08000033","Aged 0 to 15",40412
"E08000033","Aged 16 to 64",130147
"E08000033","Aged 65+",36055
"E08000034","Aged 0 to 15",87334
"E08000034","Aged 16 to 64",270676
"E08000034","Aged 65+",71026
"E08000035","Aged 0 to 15",143542
"E08000035","Aged 16 to 64",508700
"E08000035","Aged 65+",118192
"E08000036","Aged 0 to 15",61302
"E08000036","Aged 16 to 64",209699
"E08000036","Aged 65+",60623
"E06000015","Aged 0 to 15",52051
"E06000015","Aged 16 to 64",162984
"E06000015","Aged 65+",40285
"E06000016","Aged 0 to 15",73864
"E06000016","Aged 16 to 64",229711
"E06000016","Aged 65+",39342
"E06000017","Aged 0 to 15",6690
"E06000017","Aged 16 to 64",22814
"E06000017","Aged 65+",8790
"E06000018","Aged 0 to 15",57509
"E06000018","Aged 16 to 64",216073
"E06000018","Aged 65+",36757
"E06000061","Aged 0 to 15",66439
"E06000061","Aged 16 to 64",206661
"E06000061","Aged 65+",57549
"E06000062","Aged 0 to 15",76997
"E06000062","Aged 16 to 64",250056
"E06000062","Aged 65+",63971
"E07000032","Aged 0 to 15",20988
"E07000032","Aged 16 to 64",76250
"E07000032","Aged 65+",25780
"E07000033","Aged 0 to 15",13723
"E07000033","Aged 16 to 64",48456
"E07000033","Aged 65+",14895
"E07000034","Aged 0 to 15",17880
"E07000034","Aged 16 to 64",65634
"E07000034","Aged 65+",20771
"E07000035","Aged 0 to 15",11205
"E07000035","Aged 16 to 64",42152
"E07000035","Aged 65+",17797
"E07000036","Aged 0 to 15",20108
"E07000036","Aged 16 to 64",71473
"E07000036","Aged 65+",22058
"E07000037","Aged 0 to 15",15887
"E07000037","Aged 16 to 64",57341
"E07000037","Aged 65+",17632
"E07000038","Aged 0 to 15",15966
"E07000038","Aged 16 to 64",59930
"E07000038","Aged 65+",23187
"E07000039","Aged 0 to 15",18807
"E07000039","Aged 16 to 64",61568
"E07000039","Aged 65+",16838
"E07000129","Aged 0 to 15",17708
"E07000129","Aged 16 to 64",59365
"E07000129","Aged 65+",18891
"E07000130","Aged 0 to 15",28827
"E07000130","Aged 16 to 64",111641
"E07000130","Aged 65+",30478
"E07000131","Aged 0 to 15",16333
"E07000131","Aged 16 to 64",53645
"E07000131","Aged 65+",18013
"E07000132","Aged 0 to 15",18811
"E07000132","Aged 16 to 64",66557
"E07000132","Aged 65+",22100
"E07000133","Aged 0 to 15",9009
"E07000133","Aged 16 to 64",31534
"E07000133","Aged 65+",10447
"E07000134","Aged 0 to 15",17621
"E07000134","Aged 16 to 64",59280
"E07000134","Aged 65+",18369
"E07000135","Aged 0 to 15",9836
"E07000135","Aged 16 to 64",35267
"E07000135","Aged 65+",11680
"E07000136","Aged 0 to 15",12135
"E07000136","Aged 16 to 64",41312
"E07000136","Aged 65+",13695
"E07000137","Aged 0 to 15",20928
"E07000137","Aged 16 to 64",77242
"E07000137","Aged 65+",39172
"E07000138","Aged 0 to 15",15987
"E07000138","Aged 16 to 64",68323
"E07000138","Aged 65+",14172
"E07000139","Aged 0 to 15",19332
"E07000139","Aged 16 to 64",66334
"E07000139","Aged 65+",25080
"E07000140","Aged 0 to 15",15093
"E07000140","Aged 16 to 64",53396
"E07000140","Aged 65+",21425
"E07000141","Aged 0 to 15",25009
"E07000141","Aged 16 to 64",84097
"E07000141","Aged 65+",28976
"E07000142","Aged 0 to 15",15674
"E07000142","Aged 16 to 64",54481
"E07000142","Aged 65+",21118
"E07000170","Aged 0 to 15",22929
"E07000170","Aged 16 to 64",76726
"E07000170","Aged 65+",22544
"E07000171","Aged 0 to 15",19828
"E07000171","Aged 16 to 64",70822
"E07000171","Aged 65+",23376
"E07000172","Aged 0 to 15",18714
"E07000172","Aged 16 to 64",69457
"E07000172","Aged 65+",22356
"E07000173","Aged 0 to 15",20551
"E07000173","Aged 16 to 64",72026
"E07000173","Aged 65+",23263
"E07000174","Aged 0 to 15",19288
"E07000174","Aged 16 to 64",67769
"E07000174","Aged 65+",19457
"E07000175","Aged 0 to 15",20939
"E07000175","Aged 16 to 64",72213
"E07000175","Aged 65+",24486
"E07000176","Aged 0 to 15",20440
"E07000176","Aged 16 to 64",69291
"E07000176","Aged 65+",22892
"E06000019","Aged 0 to 15",31145
"E06000019","Aged 16 to 64",111201
"E06000019","Aged 65+",43177
"E06000020","Aged 0 to 15",34465
"E06000020","Aged 16 to 64",108719
"E06000020","Aged 65+",27426
"E06000021","Aged 0 to 15",50254
"E06000021","Aged 16 to 64",161251
"E06000021","Aged 65+",41811
"E06000051","Aged 0 to 15",51753
"E06000051","Aged 16 to 64",186639
"E06000051","Aged 65+",71044
"E07000192","Aged 0 to 15",17831
"E07000192","Aged 16 to 64",62413
"E07000192","Aged 65+",17459
"E07000193","Aged 0 to 15",22364
"E07000193","Aged 16 to 64",73399
"E07000193","Aged 65+",21049
"E07000194","Aged 0 to 15",17338
"E07000194","Aged 16 to 64",61503
"E07000194","Aged 65+",23069
"E07000195","Aged 0 to 15",20670
"E07000195","Aged 16 to 64",78678
"E07000195","Aged 65+",24814
"E07000196","Aged 0 to 15",17030
"E07000196","Aged 16 to 64",67662
"E07000196","Aged 65+",25194
"E07000197","Aged 0 to 15",21800
"E07000197","Aged 16 to 64",81456
"E07000197","Aged 65+",28056
"E07000198","Aged 0 to 15",15714
"E07000198","Aged 16 to 64",58608
"E07000198","Aged 65+",22913
"E07000199","Aged 0 to 15",15119
"E07000199","Aged 16 to 64",49349
"E07000199","Aged 65+",12903
"E07000218","Aged 0 to 15",10665
"E07000218","Aged 16 to 64",38794
"E07000218","Aged 65+",12833
"E07000219","Aged 0 to 15",24219
"E07000219","Aged 16 to 64",80469
"E07000219","Aged 65+",23292
"E07000220","Aged 0 to 15",20299
"E07000220","Aged 16 to 64",65225
"E07000220","Aged 65+",19210
"E07000221","Aged 0 to 15",20308
"E07000221","Aged 16 to 64",71802
"E07000221","Aged 65+",30032
"E07000222","Aged 0 to 15",24154
"E07000222","Aged 16 to 64",91004
"E07000222","Aged 65+",25148
"E07000234","Aged 0 to 15",16766
"E07000234","Aged 16 to 64",57835
"E07000234","Aged 65+",20779
"E07000235","Aged 0 to 15",12237
"E07000235","Aged 16 to 64",43797
"E07000235","Aged 65+",20174
"E07000236","Aged 0 to 15",16591
"E07000236","Aged 16 to 64",54968
"E07000236","Aged 65+",13707
"E07000237","Aged 0 to 15",18839
"E07000237","Aged 16 to 64",67217
"E07000237","Aged 65+",16211
"E07000238","Aged 0 to 15",19998
"E07000238","Aged 16 to 64",72111
"E07000238","Aged 65+",28061
"E07000239","Aged 0 to 15",16970
"E07000239","Aged 16 to 64",59237
"E07000239","Aged 65+",23234
"E08000025","Aged 0 to 15",253701
"E08000025","Aged 16 to 64",706070
"E08000025","Aged 65+",143953
"E08000026","Aged 0 to 15",65325
"E08000026","Aged 16 to 64",211131
"E08000026","Aged 65+",48610
"E08000027","Aged 0 to 15",59723
"E08000027","Aged 16 to 64",193397
"E08000027","Aged 65+",62580
"E08000028","Aged 0 to 15",70958
"E08000028","Aged 16 to 64",202064
"E08000028","Aged 65+",48588
"E08000029","Aged 0 to 15",40095
"E08000029","Aged 16 to 64",127842
"E08000029","Aged 65+",43268
"E08000030","Aged 0 to 15",57394
"E08000030","Aged 16 to 64",167748
"E08000030","Aged 65+",48622
"E08000031","Aged 0 to 15",51439
"E08000031","Aged 16 to 64",160646
"E08000031","Aged 65+",42266
"E06000031","Aged 0 to 15",42855
"E06000031","Aged 16 to 64",125659
"E06000031","Aged 65+",27252
"E06000032","Aged 0 to 15",49978
"E06000032","Aged 16 to 64",138535
"E06000032","Aged 65+",25236
"E06000033","Aged 0 to 15",33753
"E06000033","Aged 16 to 64",111468
"E06000033","Aged 65+",33389
"E06000034","Aged 0 to 15",36015
"E06000034","Aged 16 to 64",106041
"E06000034","Aged 65+",22395
"E06000055","Aged 0 to 15",33372
"E06000055","Aged 16 to 64",105732
"E06000055","Aged 65+",27752
"E06000056","Aged 0 to 15",51833
"E06000056","Aged 16 to 64",169686
"E06000056","Aged 65+",45547
"E07000008","Aged 0 to 15",19141
"E07000008","Aged 16 to 64",95842
"E07000008","Aged 65+",15449
"E07000009","Aged 0 to 15",16652
"E07000009","Aged 16 to 64",53414
"E07000009","Aged 65+",16250
"E07000010","Aged 0 to 15",17164
"E07000010","Aged 16 to 64",60136
"E07000010","Aged 65+",21271
"E07000011","Aged 0 to 15",32557
"E07000011","Aged 16 to 64",109801
"E07000011","Aged 65+",31925
"E07000012","Aged 0 to 15",30188
"E07000012","Aged 16 to 64",95032
"E07000012","Aged 65+",28203
"E07000066","Aged 0 to 15",36486
"E07000066","Aged 16 to 64",114065
"E07000066","Aged 65+",30766
"E07000067","Aged 0 to 15",28758
"E07000067","Aged 16 to 64",93295
"E07000067","Aged 65+",28261
"E07000068","Aged 0 to 15",13614
"E07000068","Aged 16 to 64",47327
"E07000068","Aged 65+",15252
"E07000069","Aged 0 to 15",14580
"E07000069","Aged 16 to 64",52615
"E07000069","Aged 65+",21459
"E07000070","Aged 0 to 15",31715
"E07000070","Aged 16 to 64",108462
"E07000070","Aged 65+",31951
"E07000071","Aged 0 to 15",33401
"E07000071","Aged 16 to 64",115992
"E07000071","Aged 65+",31021
"E07000072","Aged 0 to 15",23890
"E07000072","Aged 16 to 64",81132
"E07000072","Aged 65+",25018
"E07000073","Aged 0 to 15",18297
"E07000073","Aged 16 to 64",55244
"E07000073","Aged 65+",12990
"E07000074","Aged 0 to 15",10568
"E07000074","Aged 16 to 64",37726
"E07000074","Aged 65+",14513
"E07000075","Aged 0 to 15",14521
"E07000075","Aged 16 to 64",50738
"E07000075","Aged 65+",18852
"E07000076","Aged 0 to 15",22652
"E07000076","Aged 16 to 64",76907
"E07000076","Aged 65+",40716
"E07000077","Aged 0 to 15",16691
"E07000077","Aged 16 to 64",51303
"E07000077","Aged 65+",15738
"E07000095","Aged 0 to 15",19209
"E07000095","Aged 16 to 64",60798
"E07000095","Aged 65+",16769
"E07000096","Aged 0 to 15",29572
"E07000096","Aged 16 to 64",95028
"E07000096","Aged 65+",24780
"E07000098","Aged 0 to 15",20913
"E07000098","Aged 16 to 64",64671
"E07000098","Aged 65+",17957
"E07000099","Aged 0 to 15",25571
"E07000099","Aged 16 to 64",81682
"E07000099","Aged 65+",23809
"E07000102","Aged 0 to 15",18158
"E07000102","Aged 16 to 64",56482
"E07000102","Aged 65+",16083
"E07000103","Aged 0 to 15",20725
"E07000103","Aged 16 to 64",65242
"E07000103","Aged 65+",12134
"E07000143","Aged 0 to 15",23130
"E07000143","Aged 16 to 64",79471
"E07000143","Aged 65+",31603
"E07000144","Aged 0 to 15",20369
"E07000144","Aged 16 to 64",73844
"E07000144","Aged 65+",31092
"E07000145","Aged 0 to 15",17161
"E07000145","Aged 16 to 64",59016
"E07000145","Aged 65+",22343
"E07000146","Aged 0 to 15",25032
"E07000146","Aged 16 to 64",88607
"E07000146","Aged 65+",37103
"E07000147","Aged 0 to 15",14281
"E07000147","Aged 16 to 64",55769
"E07000147","Aged 65+",31962
"E07000148","Aged 0 to 15",23132
"E07000148","Aged 16 to 64",94235
"E07000148","Aged 65+",20264
"E07000149","Aged 0 to 15",22906
"E07000149","Aged 16 to 64",75386
"E07000149","Aged 65+",30280
"E07000200","Aged 0 to 15",15480
"E07000200","Aged 16 to 64",51817
"E07000200","Aged 65+",21702
"E07000202","Aged 0 to 15",27211
"E07000202","Aged 16 to 64",89436
"E07000202","Aged 65+",21461
"E07000203","Aged 0 to 15",17245
"E07000203","Aged 16 to 64",58640
"E07000203","Aged 65+",22519
"E07000240","Aged 0 to 15",31639
"E07000240","Aged 16 to 64",90599
"E07000240","Aged 65+",23700
"E07000241","Aged 0 to 15",21076
"E07000241","Aged 16 to 64",72882
"E07000241","Aged 65+",18208
"E07000242","Aged 0 to 15",27979
"E07000242","Aged 16 to 64",89878
"E07000242","Aged 65+",24058
"E07000243","Aged 0 to 15",17528
"E07000243","Aged 16 to 64",56250
"E07000243","Aged 65+",12941
"E07000244","Aged 0 to 15",40454
"E07000244","Aged 16 to 64",137244
"E07000244","Aged 65+",62231
"E07000245","Aged 0 to 15",31736
"E07000245","Aged 16 to 64",108736
"E07000245","Aged 65+",34263
"E09000001","Aged 0 to 15",608
"E09000001","Aged 16 to 64",5835
"E09000001","Aged 65+",1124
"E09000002","Aged 0 to 15",53850
"E09000002","Aged 16 to 64",127970
"E09000002","Aged 65+",19424
"E09000003","Aged 0 to 15",78167
"E09000003","Aged 16 to 64",244668
"E09000003","Aged 65+",51018
"E09000004","Aged 0 to 15",49367
"E09000004","Aged 16 to 64",150094
"E09000004","Aged 65+",39651
"E09000005","Aged 0 to 15",66680
"E09000005","Aged 16 to 64",228437
"E09000005","Aged 65+",34864
"E09000006","Aged 0 to 15",63232
"E09000006","Aged 16 to 64",202255
"E09000006","Aged 65+",56313
"E09000007","Aged 0 to 15",35982
"E09000007","Aged 16 to 64",159934
"E09000007","Aged 65+",25179
"E09000008","Aged 0 to 15",81720
"E09000008","Aged 16 to 64",248217
"E09000008","Aged 65+",48307
"E09000009","Aged 0 to 15",73287
"E09000009","Aged 16 to 64",242223
"E09000009","Aged 65+",39150
"E09000010","Aged 0 to 15",73993
"E09000010","Aged 16 to 64",210898
"E09000010","Aged 65+",41449
"E09000011","Aged 0 to 15",58058
"E09000011","Aged 16 to 64",182412
"E09000011","Aged 65+",27835
"E09000012","Aged 0 to 15",53209
"E09000012","Aged 16 to 64",187222
"E09000012","Aged 65+",18304
"E09000013","Aged 0 to 15",29969
"E09000013","Aged 16 to 64",139056
"E09000013","Aged 65+",17634
"E09000014","Aged 0 to 15",53024
"E09000014","Aged 16 to 64",191630
"E09000014","Aged 65+",24247
"E09000015","Aged 0 to 15",51061
"E09000015","Aged 16 to 64",164351
"E09000015","Aged 65+",36206
"E09000016","Aged 0 to 15",47257
"E09000016","Aged 16 to 64",154026
"E09000016","Aged 65+",45488
"E09000017","Aged 0 to 15",61416
"E09000017","Aged 16 to 64",190763
"E09000017","Aged 65+",38046
"E09000018","Aged 0 to 15",56128
"E09000018","Aged 16 to 64",185317
"E09000018","Aged 65+",29328
"E09000019","Aged 0 to 15",33207
"E09000019","Aged 16 to 64",162723
"E09000019","Aged 65+",19056
"E09000020","Aged 0 to 15",23892
"E09000020","Aged 16 to 64",111842
"E09000020","Aged 65+",20444
"E09000021","Aged 0 to 15",32192
"E09000021","Aged 16 to 64",111417
"E09000021","Aged 65+",22182
"E09000022","Aged 0 to 15",54865
"E09000022","Aged 16 to 64",238956
"E09000022","Aged 65+",24375
"E09000023","Aged 0 to 15",60183
"E09000023","Aged 16 to 64",203844
"E09000023","Aged 65+",27059
"E09000024","Aged 0 to 15",41788
"E09000024","Aged 16 to 64",144540
"E09000024","Aged 65+",24697
"E09000025","Aged 0 to 15",74389
"E09000025","Aged 16 to 64",227042
"E09000025","Aged 65+",21553
"E09000026","Aged 0 to 15",67247
"E09000026","Aged 16 to 64",193204
"E09000026","Aged 65+",35386
"E09000027","Aged 0 to 15",39756
"E09000027","Aged 16 to 64",126682
"E09000027","Aged 65+",28054
"E09000028","Aged 0 to 15",54641
"E09000028","Aged 16 to 64",221730
"E09000028","Aged 65+",23314
"E09000029","Aged 0 to 15",40457
"E09000029","Aged 16 to 64",128937
"E09000029","Aged 65+",29750
"E09000030","Aged 0 to 15",54552
"E09000030","Aged 16 to 64",206492
"E09000030","Aged 65+",16016
"E09000031","Aged 0 to 15",57599
"E09000031","Aged 16 to 64",186105
"E09000031","Aged 65+",26902
"E09000032","Aged 0 to 15",54188
"E09000032","Aged 16 to 64",237013
"E09000032","Aged 65+",28697
"E09000033","Aged 0 to 15",31804
"E09000033","Aged 16 to 64",157278
"E09000033","Aged 65+",25259
"E06000035","Aged 0 to 15",55006
"E06000035","Aged 16 to 64",176969
"E06000035","Aged 65+",42002
"E06000036","Aged 0 to 15",24181
"E06000036","Aged 16 to 64",77846
"E06000036","Aged 65+",15952
"E06000037","Aged 0 to 15",31437
"E06000037","Aged 16 to 64",99191
"E06000037","Aged 65+",27035
"E06000038","Aged 0 to 15",32768
"E06000038","Aged 16 to 64",114198
"E06000038","Aged 65+",19334
"E06000039","Aged 0 to 15",36413
"E06000039","Aged 16 to 64",97409
"E06000039","Aged 65+",13491
"E06000040","Aged 0 to 15",29444
"E06000040","Aged 16 to 64",93095
"E06000040","Aged 65+",26397
"E06000041","Aged 0 to 15",32743
"E06000041","Aged 16 to 64",99820
"E06000041","Aged 65+",27013
"E06000042","Aged 0 to 15",59271
"E06000042","Aged 16 to 64",173372
"E06000042","Aged 65+",32305
"E06000043","Aged 0 to 15",44855
"E06000043","Aged 16 to 64",193584
"E06000043","Aged 65+",37560
"E06000044","Aged 0 to 15",37916
"E06000044","Aged 16 to 64",138872
"E06000044","Aged 65+",29412
"E06000045","Aged 0 to 15",43008
"E06000045","Aged 16 to 64",165687
"E06000045","Aged 65+",32535
"E06000046","Aged 0 to 15",21984
"E06000046","Aged 16 to 64",80579
"E06000046","Aged 65+",36336
"E06000060","Aged 0 to 15",104828
"E06000060","Aged 16 to 64",324817
"E06000060","Aged 65+",93968
"E07000061","Aged 0 to 15",17156
"E07000061","Aged 16 to 64",60133
"E07000061","Aged 65+",24039
"E07000062","Aged 0 to 15",16976
"E07000062","Aged 16 to 64",57410
"E07000062","Aged 65+",16970
"E07000063","Aged 0 to 15",17090
"E07000063","Aged 16 to 64",58140
"E07000063","Aged 65+",24377
"E07000064","Aged 0 to 15",13761
"E07000064","Aged 16 to 64",49266
"E07000064","Aged 65+",28242
"E07000065","Aged 0 to 15",26542
"E07000065","Aged 16 to 64",88775
"E07000065","Aged 65+",38700
"E07000084","Aged 0 to 15",34769
"E07000084","Aged 16 to 64",112248
"E07000084","Aged 65+",28127
"E07000085","Aged 0 to 15",21259
"E07000085","Aged 16 to 64",71391
"E07000085","Aged 65+",25365
"E07000086","Aged 0 to 15",24374
"E07000086","Aged 16 to 64",80557
"E07000086","Aged 65+",23324
"E07000087","Aged 0 to 15",19338
"E07000087","Aged 16 to 64",69267
"E07000087","Aged 65+",25551
"E07000088","Aged 0 to 15",15731
"E07000088","Aged 16 to 64",51911
"E07000088","Aged 65+",15927
"E07000089","Aged 0 to 15",18789
"E07000089","Aged 16 to 64",57944
"E07000089","Aged 65+",17208
"E07000090","Aged 0 to 15",21325
"E07000090","Aged 16 to 64",72309
"E07000090","Aged 65+",27880
"E07000091","Aged 0 to 15",28728
"E07000091","Aged 16 to 64",100953
"E07000091","Aged 65+",48194
"E07000092","Aged 0 to 15",18955
"E07000092","Aged 16 to 64",64955
"E07000092","Aged 65+",13154
"E07000093","Aged 0 to 15",22203
"E07000093","Aged 16 to 64",73920
"E07000093","Aged 65+",24355
"E07000094","Aged 0 to 15",21931
"E07000094","Aged 16 to 64",73983
"E07000094","Aged 65+",24023
"E07000105","Aged 0 to 15",25211
"E07000105","Aged 16 to 64",75488
"E07000105","Aged 65+",22983
"E07000106","Aged 0 to 15",24960
"E07000106","Aged 16 to 64",98709
"E07000106","Aged 65+",31482
"E07000107","Aged 0 to 15",21221
"E07000107","Aged 16 to 64",66349
"E07000107","Aged 65+",15195
"E07000108","Aged 0 to 15",19850
"E07000108","Aged 16 to 64",67469
"E07000108","Aged 65+",25222
"E07000109","Aged 0 to 15",21475
"E07000109","Aged 16 to 64",66225
"E07000109","Aged 65+",17734
"E07000110","Aged 0 to 15",30521
"E07000110","Aged 16 to 64",100928
"E07000110","Aged 65+",30118
"E07000111","Aged 0 to 15",23116
"E07000111","Aged 16 to 64",70204
"E07000111","Aged 65+",24056
"E07000112","Aged 0 to 15",18590
"E07000112","Aged 16 to 64",64385
"E07000112","Aged 65+",25178
"E07000113","Aged 0 to 15",27704
"E07000113","Aged 16 to 64",87208
"E07000113","Aged 65+",26080
"E07000114","Aged 0 to 15",25714
"E07000114","Aged 16 to 64",81818
"E07000114","Aged 65+",31163
"E07000115","Aged 0 to 15",25233
"E07000115","Aged 16 to 64",76319
"E07000115","Aged 65+",23051
"E07000116","Aged 0 to 15",23135
"E07000116","Aged 16 to 64",70978
"E07000116","Aged 65+",21115
"E07000177","Aged 0 to 15",28818
"E07000177","Aged 16 to 64",93478
"E07000177","Aged 65+",24340
"E07000178","Aged 0 to 15",26610
"E07000178","Aged 16 to 64",113374
"E07000178","Aged 65+",17598
"E07000179","Aged 0 to 15",26182
"E07000179","Aged 16 to 64",85880
"E07000179","Aged 65+",27124
"E07000180","Aged 0 to 15",23604
"E07000180","Aged 16 to 64",76754
"E07000180","Aged 65+",24223
"E07000181","Aged 0 to 15",20160
"E07000181","Aged 16 to 64",66983
"E07000181","Aged 65+",21493
"E07000207","Aged 0 to 15",29611
"E07000207","Aged 16 to 64",83092
"E07000207","Aged 65+",23277
"E07000208","Aged 0 to 15",15463
"E07000208","Aged 16 to 64",49174
"E07000208","Aged 65+",13819
"E07000209","Aged 0 to 15",25462
"E07000209","Aged 16 to 64",90863
"E07000209","Aged 65+",23381
"E07000210","Aged 0 to 15",15835
"E07000210","Aged 16 to 64",52285
"E07000210","Aged 65+",19288
"E07000211","Aged 0 to 15",28606
"E07000211","Aged 16 to 64",89806
"E07000211","Aged 65+",25117
"E07000212","Aged 0 to 15",14568
"E07000212","Aged 16 to 64",53775
