"areacd","category","value"
"E09000023","Male",121142
"E09000023","Female",129168
"E09000024","Male",90589
"E09000024","Female",94473
"E09000025","Male",119612
"E09000025","Female",120905
"E09000026","Male",116490
"E09000026","Female",121648
"E09000027","Male",83452
"E09000027","Female",89330
"E09000028","Male",121852
"E09000028","Female",126001
"E09000029","Male",86935
"E09000029","Female",92440
"E09000030","Male",98651
"E09000030","Female",94856
"E09000031","Male",108611
"E09000031","Female",112446
"E09000032","Male",126983
"E09000032","Female",137237
"E09000033","Male",92410
"E09000033","Female",96823
"E06000035","Male",121354
"E06000035","Female",125029
"E06000036","Male",55009
"E06000036","Female",54810
"E06000037","Male",71262
"E06000037","Female",72867
"E06000038","Male",72555
"E06000038","Female",70957
"E06000039","Male",59652
"E06000039","Female",58845
"E06000040","Male",65116
"E06000040","Female",67801
"E06000041","Male",73916
"E06000041","Female",73996
"E06000042","Male",103614
"E06000042","Female",103050
"E06000043","Male",120542
"E06000043","Female",127466
"E06000044","Male",93280
"E06000044","Female",94488
"E06000045","Male",108827
"E06000045","Female",107230
"E06000046","Male",62327
"E06000046","Female",67670
"E06000060","Male",233097
"E06000060","Female",242786
"E07000061","Male",41207
"E07000061","Female",47526
"E07000062","Male",40138
"E07000062","Female",43951
"E07000063","Male",43386
"E07000063","Female",47462
"E07000064","Male",40221
"E07000064","Female",46078
"E07000065","Male",66321
"E07000065","Female",73091
"E07000084","Male",74785
"E07000084","Female",76428
"E07000085","Male",53029
"E07000085","Female",55606
"E07000086","Male",56049
"E07000086","Female",58420
"E07000087","Male",51929
"E07000087","Female",54236
"E07000088","Male",36941
"E07000088","Female",39415
"E07000089","Male",41733
"E07000089","Female",41255
"E07000090","Male",56414
"E07000090","Female",60865
"E07000091","Male",81201
"E07000091","Female",87999
"E07000092","Male",45529
"E07000092","Female",44967
"E07000093","Male",53256
"E07000093","Female",55455
"E07000094","Male",52504
"E07000094","Female",54803
"E07000105","Male",48734
"E07000105","Female",51338
"E07000106","Male",63583
"E07000106","Female",70079
"E07000107","Male",41650
"E07000107","Female",43395
"E07000108","Male",49911
"E07000108","Female",54095
"E07000109","Male",46222
"E07000109","Female",48353
"E07000110","Male",67746
"E07000110","Female",70195
"E07000111","Male",53138
"E07000111","Female",56508
"E07000112","Male",45643
"E07000112","Female",50168
"E07000113","Male",59236
"E07000113","Female",60843
"E07000114","Male",59863
"E07000114","Female",66613
"E07000115","Male",52219
"E07000115","Female",54157
"E07000116","Male",49473
"E07000116","Female",53558
"E07000177","Male",64069
"E07000177","Female",65932
"E07000178","Male",68122
"E07000178","Female",68385
"E07000179","Male",63078
"E07000179","Female",64808
"E07000180","Male",56572
"E07000180","Female",57270
"E07000181","Male",47020
"E07000181","Female",48544
"E07000207","Male",58836
"E07000207","Female",63226
"E07000208","Male",32588
"E07000208","Female",34690
"E07000209","Male",63355
"E07000209","Female",65172
"E07000210","Male",38986
"E07000210","Female",41267
"E07000211","Male",61162
"E07000211","Female",63819
"E07000212","Male",37712
"E07000212","Female",39357
"E07000213","Male",44507
"E07000213","Female",46099
"E07000214","Male",40195
"E07000214","Female",41161
"E07000215","Male",37716
"E07000215","Female",40814
"E07000216","Male",55765
"E07000216","Female",59726
"E07000217","Male",43713
"E07000217","Female",45866
"E07000223","Male",28037
"E07000223","Female",30804
"E07000224","Male",65578
"E07000224","Female",73864
"E07000225","Male",49478
"E07000225","Female",56479
"E07000226","Male",48967
"E07000226","Female",50384
"E07000227","Male",58806
"E07000227","Female",62070
"E07000228","Male",61687
"E07000228","Female",65518
"E07000229","Male",45424
"E07000229","Female",52030
"E06000022","Male",80985
"E06000022","Female",86076
"E06000023","Male",191567
"E06000023","Female",199418
"E06000024","Male",91060
"E06000024","Female",95685
"E06000025","Male",119742
"E06000025","Female",121893
"E06000026","Male",118063
"E06000026","Female",123914
"E06000027","Male",59746
"E06000027","Female",66565
"E06000030","Male",88944
"E06000030","Female",90385
"E06000052","Male",237121
"E06000052","Female",253442
"E06000053","Male",1004
"E06000053","Female",1021
"E06000054","Male",208979
"E06000054","Female",216263
"E06000058","Male",163967
"E06000058","Female",180458
"E06000059","Male",164947
"E06000059","Female",175967
"E07000040","Male",57988
"E07000040","Female",65523
"E07000041","Male",53103
"E07000041","Female",56581
"E07000042","Male",33039
"E07000042","Female",34779
"E07000043","Male",41936
"E07000043","Female",44434
"E07000044","Male",39458
"E07000044","Female",41909
"E07000045","Male",57017
"E07000045","Female",62070
"E07000046","Male",27654
"E07000046","Female",29093
"E07000047","Male",23200
"E07000047","Female",24511
"E07000078","Male",52733
"E07000078","Female",55861
"E07000079","Male",39310
"E07000079","Female",41316
"E07000080","Male",39104
"E07000080","Female",40233
"E07000081","Male",54203
"E07000081","Female",55280
"E07000082","Male",52776
"E07000082","Female",54915
"E07000083","Male",36638
"E07000083","Female",38652
"E06000066","Male",238056
"E06000066","Female",252374
"W06000001","Male",32992
"W06000001","Female",34986
"W06000002","Male",55863
"W06000002","Female",60499
"W06000003","Male",51583
"W06000003","Female",56739
"W06000004","Male",43823
"W06000004","Female",47686
"W06000005","Male",72121
"W06000005","Female",74703
"W06000006","Male",61864
"W06000006","Female",65043
"W06000008","Male",36299
"W06000008","Female",37747
"W06000009","Male",53840
"W06000009","Female",57827
"W06000010","Male",83084
"W06000010","Female",89245
"W06000011","Male",109325
"W06000011","Female",115755
"W06000012","Male",65394
"W06000012","Female",69962
"W06000013","Male",62492
"W06000013","Female",66093
"W06000014","Male",56962
"W06000014","Female",60982
"W06000015","Male",150241
"W06000015","Female",160079
"W06000016","Male",113824
"W06000016","Female",120080
"W06000018","Male",82181
"W06000018","Female",86385
"W06000019","Male",34553
"W06000019","Female",36475
"W06000020","Male",44214
"W06000020","Female",46915
"W06000021","Male",41133
"W06000021","Female",42847
"W06000022","Male",66013
"W06000022","Female",70602
"W06000023","Male",62357
"W06000023","Female",63275
"W06000024","Male",27371
"W06000024","Female",29145
"S12000005","Male",23355
"S12000005","Female",24885
"S12000006","Male",71611
"S12000006","Female",76619
"S12000008","Male",57934
"S12000008","Female",62616
"S12000010","Male",42534
"S12000010","Female",46576
"S12000011","Male",42221
"S12000011","Female",46299
"S12000013","Male",13432
"S12000013","Female",13778
"S12000014","Male",69766
"S12000014","Female",74804
"S12000017","Male",102424
"S12000017","Female",106776
"S12000018","Male",40648
"S12000018","Female",44652
"S12000019","Male",38795
"S12000019","Female",41835
"S12000020","Male",43220
"S12000020","Female",43580
"S12000021","Male",64985
"S12000021","Female",72175
"S12000023","Male",9619
"S12000023","Female",9801
"S12000026","Male",50926
"S12000026","Female",54884
"S12000027","Male",11342
"S12000027","Female",11168
"S12000028","Male",53670
"S12000028","Female",59180
"S12000029","Male",144636
"S12000029","Female",157944
"S12000030","Male",40745
"S12000030","Female",44705
"S12000033","Male",104795
"S12000033","Female",109835
"S12000034","Male",112630
"S12000034","Female",114610
"S12000035","Male",44982
"S12000035","Female",46658
"S12000036","Male",213819
"S12000036","Female",233371
"S12000038","Male",83245
"S12000038","Female",91145
"S12000039","Male",44732
"S12000039","Female",49688
"S12000040","Male",74960
"S12000040","Female",79800
"S12000041","Male",52985
"S12000041","Female",56575
"S12000042","Male",70248
"S12000042","Female",77722
"S12000045","Male",52366
"S12000045","Female",56304
"S12000047","Male",166573
"S12000047","Female",180457
"S12000048","Male",65170
"S12000048","Female",70030
"S12000049","Male",273492
"S12000049","Female",309458
"S12000050","Male",154675
"S12000050","Female",167485
"N09000001","Male",
"N09000001","Female",
"N09000002","Male",
"N09000002","Female",
"N09000003","Male",
"N09000003","Female",
"N09000004","Male",
"N09000004","Female",
"N09000005","Male",
"N09000005","Female",
"N09000006","Male",
"N09000006","Female",
"N09000007","Male",
"N09000007","Female",
"N09000008","Male",
"N09000008","Female",
"N09000009","Male",
"N09000009","Female",
"N09000010","Male",
"N09000010","Female",
"N09000011","Male",
"N09000011","Female",
