"areacd","category","value"
"S12000047","Female",191103
"S12000048","Male",72975
"S12000048","Female",76765
"S12000049","Male",297487
"S12000049","Female",315003
"S12000050","Male",165834
"S12000050","Female",175736
"N09000001","Male",71078
"N09000001","Female",74074
"N09000002","Male",107660
"N09000002","Female",109409
"N09000003","Male",167806
"N09000003","Female",177585
"N09000004","Male",70507
"N09000004","Female",72269
"N09000005","Male",73964
"N09000005","Female",77272
"N09000006","Male",58376
"N09000006","Female",58421
"N09000007","Male",72441
"N09000007","Female",75026
"N09000008","Male",68126
"N09000008","Female",70940
"N09000009","Male",74960
"N09000009","Female",74270
"N09000010","Male",89778
"N09000010","Female",91750
"N09000011","Male",79154
"N09000011","Female",83653
