"areacd","category","value"
"E07000125","Aged 65+",14211
"E07000126","Aged 0 to 15",19988
"E07000126","Aged 16 to 64",70553
"E07000126","Aged 65+",25572
"E07000127","Aged 0 to 15",19881
"E07000127","Aged 16 to 64",74668
"E07000127","Aged 65+",27446
"E07000128","Aged 0 to 15",18106
"E07000128","Aged 16 to 64",66946
"E07000128","Aged 65+",33691
"E08000001","Aged 0 to 15",67099
"E08000001","Aged 16 to 64",190630
"E08000001","Aged 65+",52356
"E08000002","Aged 0 to 15",39550
"E08000002","Aged 16 to 64",122871
"E08000002","Aged 65+",36500
"E08000003","Aged 0 to 15",116876
"E08000003","Aged 16 to 64",417700
"E08000003","Aged 65+",55094
"E08000004","Aged 0 to 15",56659
"E08000004","Aged 16 to 64",155339
"E08000004","Aged 65+",39562
"E08000005","Aged 0 to 15",51478
"E08000005","Aged 16 to 64",145513
"E08000005","Aged 65+",38570
"E08000006","Aged 0 to 15",57023
"E08000006","Aged 16 to 64",200381
"E08000006","Aged 65+",36944
"E08000007","Aged 0 to 15",57604
"E08000007","Aged 16 to 64",185090
"E08000007","Aged 65+",61235
"E08000008","Aged 0 to 15",46800
"E08000008","Aged 16 to 64",150674
"E08000008","Aged 65+",42169
"E08000009","Aged 0 to 15",50230
"E08000009","Aged 16 to 64",148280
"E08000009","Aged 65+",42515
"E08000010","Aged 0 to 15",63639
"E08000010","Aged 16 to 64",214796
"E08000010","Aged 65+",66487
"E08000011","Aged 0 to 15",32267
"E08000011","Aged 16 to 64",102138
"E08000011","Aged 65+",28160
"E08000012","Aged 0 to 15",87288
"E08000012","Aged 16 to 64",343641
"E08000012","Aged 65+",78032
"E08000013","Aged 0 to 15",33206
"E08000013","Aged 16 to 64",116834
"E08000013","Aged 65+",38821
"E08000014","Aged 0 to 15",48352
"E08000014","Aged 16 to 64",170066
"E08000014","Aged 65+",67863
"E08000015","Aged 0 to 15",58322
"E08000015","Aged 16 to 64",196437
"E08000015","Aged 65+",74114
"E06000010","Aged 0 to 15",55396
"E06000010","Aged 16 to 64",177306
"E06000010","Aged 65+",42699
"E06000011","Aged 0 to 15",55350
"E06000011","Aged 16 to 64",204130
"E06000011","Aged 65+",96404
"E06000012","Aged 0 to 15",29713
"E06000012","Aged 16 to 64",95608
"E06000012","Aged 65+",34590
"E06000013","Aged 0 to 15",30501
"E06000013","Aged 16 to 64",101569
"E06000013","Aged 65+",39266
"E06000014","Aged 0 to 15",30436
"E06000014","Aged 16 to 64",138647
"E06000014","Aged 65+",40218
"E06000065","Aged 0 to 15",100546
"E06000065","Aged 16 to 64",369521
"E06000065","Aged 65+",165203
"E08000016","Aged 0 to 15",46054
"E08000016","Aged 16 to 64",155178
"E08000016","Aged 65+",50538
"E08000017","Aged 0 to 15",60624
"E08000017","Aged 16 to 64",196450
"E08000017","Aged 65+",62691
"E08000018","Aged 0 to 15",52674
"E08000018","Aged 16 to 64",169564
"E08000018","Aged 65+",54357
"E08000019","Aged 0 to 15",103131
"E08000019","Aged 16 to 64",381601
"E08000019","Aged 65+",97761
"E08000032","Aged 0 to 15",125834
"E08000032","Aged 16 to 64",350274
"E08000032","Aged 65+",87497
"E08000033","Aged 0 to 15",39748
"E08000033","Aged 16 to 64",129891
"E08000033","Aged 65+",41290
"E08000034","Aged 0 to 15",88154
"E08000034","Aged 16 to 64",278717
"E08000034","Aged 65+",80976
"E08000035","Aged 0 to 15",157114
"E08000035","Aged 16 to 64",556230
"E08000035","Aged 65+",131845
"E08000036","Aged 0 to 15",68791
"E08000036","Aged 16 to 64",228654
"E08000036","Aged 65+",70221
"E06000015","Aged 0 to 15",54956
"E06000015","Aged 16 to 64",174676
"E06000015","Aged 65+",44517
"E06000016","Aged 0 to 15",80340
"E06000016","Aged 16 to 64",261385
"E06000016","Aged 65+",46623
"E06000017","Aged 0 to 15",6488
"E06000017","Aged 16 to 64",24006
"E06000017","Aged 65+",10949
"E06000018","Aged 0 to 15",61014
"E06000018","Aged 16 to 64",230901
"E06000018","Aged 65+",39162
"E06000061","Aged 0 to 15",73300
"E06000061","Aged 16 to 64",231724
"E06000061","Aged 65+",68847
"E06000062","Aged 0 to 15",85289
"E06000062","Aged 16 to 64",277546
"E06000062","Aged 65+",76976
"E07000032","Aged 0 to 15",21569
"E07000032","Aged 16 to 64",78858
"E07000032","Aged 65+",30024
"E07000033","Aged 0 to 15",14300
"E07000033","Aged 16 to 64",52218
"E07000033","Aged 65+",17255
"E07000034","Aged 0 to 15",17604
"E07000034","Aged 16 to 64",64755
"E07000034","Aged 65+",23686
"E07000035","Aged 0 to 15",10111
"E07000035","Aged 16 to 64",40615
"E07000035","Aged 65+",21031
"E07000036","Aged 0 to 15",19174
"E07000036","Aged 16 to 64",70825
"E07000036","Aged 65+",24254
"E07000037","Aged 0 to 15",14973
"E07000037","Aged 16 to 64",55690
"E07000037","Aged 65+",21296
"E07000038","Aged 0 to 15",17684
"E07000038","Aged 16 to 64",62527
"E07000038","Aged 65+",26435
"E07000039","Aged 0 to 15",21907
"E07000039","Aged 16 to 64",73547
"E07000039","Aged 65+",22039
"E07000129","Aged 0 to 15",19726
"E07000129","Aged 16 to 64",66179
"E07000129","Aged 65+",22260
"E07000130","Aged 0 to 15",31605
"E07000130","Aged 16 to 64",120197
"E07000130","Aged 65+",36583
"E07000131","Aged 0 to 15",18247
"E07000131","Aged 16 to 64",62742
"E07000131","Aged 65+",23724
"E07000132","Aged 0 to 15",20030
"E07000132","Aged 16 to 64",70031
"E07000132","Aged 65+",26621
"E07000133","Aged 0 to 15",9164
"E07000133","Aged 16 to 64",31836
"E07000133","Aged 65+",13052
"E07000134","Aged 0 to 15",19677
"E07000134","Aged 16 to 64",69701
"E07000134","Aged 65+",22503
"E07000135","Aged 0 to 15",11698
"E07000135","Aged 16 to 64",37391
"E07000135","Aged 65+",12606
"E07000136","Aged 0 to 15",13742
"E07000136","Aged 16 to 64",42271
"E07000136","Aged 65+",15067
"E07000137","Aged 0 to 15",20355
"E07000137","Aged 16 to 64",79092
"E07000137","Aged 65+",45736
"E07000138","Aged 0 to 15",16987
"E07000138","Aged 16 to 64",72252
"E07000138","Aged 65+",15875
"E07000139","Aged 0 to 15",20414
"E07000139","Aged 16 to 64",72777
"E07000139","Aged 65+",29277
"E07000140","Aged 0 to 15",17156
"E07000140","Aged 16 to 64",58113
"E07000140","Aged 65+",24029
"E07000141","Aged 0 to 15",25438
"E07000141","Aged 16 to 64",86608
"E07000141","Aged 65+",35105
"E07000142","Aged 0 to 15",16329
"E07000142","Aged 16 to 64",57360
"E07000142","Aged 65+",25519
"E07000170","Aged 0 to 15",23900
"E07000170","Aged 16 to 64",79686
"E07000170","Aged 65+",25986
"E07000171","Aged 0 to 15",21970
"E07000171","Aged 16 to 64",75020
"E07000171","Aged 65+",27947
"E07000172","Aged 0 to 15",19068
"E07000172","Aged 16 to 64",70674
"E07000172","Aged 65+",24823
"E07000173","Aged 0 to 15",21079
"E07000173","Aged 16 to 64",72994
"E07000173","Aged 65+",26106
"E07000174","Aged 0 to 15",21246
"E07000174","Aged 16 to 64",69446
"E07000174","Aged 65+",22446
"E07000175","Aged 0 to 15",21853
"E07000175","Aged 16 to 64",76570
"E07000175","Aged 65+",29463
"E07000176","Aged 0 to 15",22961
"E07000176","Aged 16 to 64",75904
"E07000176","Aged 65+",27871
"E06000019","Aged 0 to 15",30337
"E06000019","Aged 16 to 64",109194
"E06000019","Aged 65+",51516
"E06000020","Aged 0 to 15",39173
"E06000020","Aged 16 to 64",121785
"E06000020","Aged 65+",34994
"E06000021","Aged 0 to 15",55498
"E06000021","Aged 16 to 64",168897
"E06000021","Aged 65+",46030
"E06000051","Aged 0 to 15",52320
"E06000051","Aged 16 to 64",192339
"E06000051","Aged 65+",87796
"E07000192","Aged 0 to 15",18352
"E07000192","Aged 16 to 64",64910
"E07000192","Aged 65+",20826
"E07000193","Aged 0 to 15",25071
"E07000193","Aged 16 to 64",79594
"E07000193","Aged 65+",24994
"E07000194","Aged 0 to 15",18705
"E07000194","Aged 16 to 64",66340
"E07000194","Aged 65+",26887
"E07000195","Aged 0 to 15",20622
"E07000195","Aged 16 to 64",79373
"E07000195","Aged 65+",27732
"E07000196","Aged 0 to 15",17906
"E07000196","Aged 16 to 64",66950
"E07000196","Aged 65+",29567
"E07000197","Aged 0 to 15",23769
"E07000197","Aged 16 to 64",84723
"E07000197","Aged 65+",33064
"E07000198","Aged 0 to 15",14857
"E07000198","Aged 16 to 64",55635
"E07000198","Aged 65+",26159
"E07000199","Aged 0 to 15",15203
"E07000199","Aged 16 to 64",50232
"E07000199","Aged 65+",15682
"E07000218","Aged 0 to 15",11636
"E07000218","Aged 16 to 64",40500
"E07000218","Aged 65+",14981
"E07000219","Aged 0 to 15",27684
"E07000219","Aged 16 to 64",87040
"E07000219","Aged 65+",26841
"E07000220","Aged 0 to 15",24368
"E07000220","Aged 16 to 64",76260
"E07000220","Aged 65+",21750
"E07000221","Aged 0 to 15",23914
"E07000221","Aged 16 to 64",85247
"E07000221","Aged 65+",37097
"E07000222","Aged 0 to 15",27152
"E07000222","Aged 16 to 64",98298
"E07000222","Aged 65+",29439
"E07000234","Aged 0 to 15",18284
"E07000234","Aged 16 to 64",59739
"E07000234","Aged 65+",23662
"E07000235","Aged 0 to 15",12691
"E07000235","Aged 16 to 64",46716
"E07000235","Aged 65+",23820
"E07000236","Aged 0 to 15",16696
"E07000236","Aged 16 to 64",54282
"E07000236","Aged 65+",16869
"E07000237","Aged 0 to 15",18403
"E07000237","Aged 16 to 64",68856
"E07000237","Aged 65+",19412
"E07000238","Aged 0 to 15",22460
"E07000238","Aged 16 to 64",80196
"E07000238","Aged 65+",35361
"E07000239","Aged 0 to 15",16892
"E07000239","Aged 16 to 64",60594
"E07000239","Aged 65+",26427
"E08000025","Aged 0 to 15",259195
"E08000025","Aged 16 to 64",770017
"E08000025","Aged 65+",154406
"E08000026","Aged 0 to 15",74425
"E08000026","Aged 16 to 64",243301
"E08000026","Aged 65+",51300
"E08000027","Aged 0 to 15",63221
"E08000027","Aged 16 to 64",201634
"E08000027","Aged 65+",67075
"E08000028","Aged 0 to 15",78758
"E08000028","Aged 16 to 64",223861
"E08000028","Aged 65+",51241
"E08000029","Aged 0 to 15",43444
"E08000029","Aged 16 to 64",130773
"E08000029","Aged 65+",47025
"E08000030","Aged 0 to 15",63682
"E08000030","Aged 16 to 64",181408
"E08000030","Aged 65+",50588
"E08000031","Aged 0 to 15",60611
"E08000031","Aged 16 to 64",175532
"E08000031","Aged 65+",45108
"E06000031","Aged 0 to 15",51216
"E06000031","Aged 16 to 64",140271
"E06000031","Aged 65+",32168
"E06000032","Aged 0 to 15",55475
"E06000032","Aged 16 to 64",156422
"E06000032","Aged 65+",27193
"E06000033","Aged 0 to 15",35189
"E06000033","Aged 16 to 64",114258
"E06000033","Aged 65+",35809
"E06000034","Aged 0 to 15",41062
"E06000034","Aged 16 to 64",115411
"E06000034","Aged 65+",24516
"E06000055","Aged 0 to 15",39483
"E06000055","Aged 16 to 64",122104
"E06000055","Aged 65+",33389
"E06000056","Aged 0 to 15",62754
"E06000056","Aged 16 to 64",195667
"E06000056","Aged 65+",57456
"E07000008","Aged 0 to 15",21840
"E07000008","Aged 16 to 64",110147
"E07000008","Aged 65+",17365
"E07000009","Aged 0 to 15",17071
"E07000009","Aged 16 to 64",56242
"E07000009","Aged 65+",19593
"E07000010","Aged 0 to 15",18394
"E07000010","Aged 16 to 64",61994
"E07000010","Aged 65+",24508
"E07000011","Aged 0 to 15",34743
"E07000011","Aged 16 to 64",116811
"E07000011","Aged 65+",39065
"E07000012","Aged 0 to 15",34286
"E07000012","Aged 16 to 64",104059
"E07000012","Aged 65+",34199
"E07000066","Aged 0 to 15",40547
"E07000066","Aged 16 to 64",120045
"E07000066","Aged 65+",33040
"E07000067","Aged 0 to 15",29950
"E07000067","Aged 16 to 64",100123
"E07000067","Aged 65+",34231
"E07000068","Aged 0 to 15",14957
"E07000068","Aged 16 to 64",48412
"E07000068","Aged 65+",15957
"E07000069","Aged 0 to 15",15510
"E07000069","Aged 16 to 64",51757
"E07000069","Aged 65+",23314
"E07000070","Aged 0 to 15",35604
"E07000070","Aged 16 to 64",116865
"E07000070","Aged 65+",36334
"E07000071","Aged 0 to 15",38349
"E07000071","Aged 16 to 64",125828
"E07000071","Aged 65+",36045
"E07000072","Aged 0 to 15",25482
"E07000072","Aged 16 to 64",84319
"E07000072","Aged 65+",27650
"E07000073","Aged 0 to 15",21858
"E07000073","Aged 16 to 64",62270
"E07000073","Aged 65+",14107
"E07000074","Aged 0 to 15",11113
"E07000074","Aged 16 to 64",40094
"E07000074","Aged 65+",17924
"E07000075","Aged 0 to 15",15910
"E07000075","Aged 16 to 64",53155
"E07000075","Aged 65+",20750
"E07000076","Aged 0 to 15",24779
"E07000076","Aged 16 to 64",85800
"E07000076","Aged 65+",46180
"E07000077","Aged 0 to 15",18150
"E07000077","Aged 16 to 64",56627
"E07000077","Aged 65+",20329
"E07000095","Aged 0 to 15",20398
"E07000095","Aged 16 to 64",63801
"E07000095","Aged 65+",17701
"E07000096","Aged 0 to 15",32590
"E07000096","Aged 16 to 64",100207
"E07000096","Aged 65+",28623
"E07000098","Aged 0 to 15",21715
"E07000098","Aged 16 to 64",68045
"E07000098","Aged 65+",20452
"E07000099","Aged 0 to 15",25820
"E07000099","Aged 16 to 64",83928
"E07000099","Aged 65+",27453
"E07000102","Aged 0 to 15",18628
"E07000102","Aged 16 to 64",59435
"E07000102","Aged 65+",17744
"E07000103","Aged 0 to 15",22597
"E07000103","Aged 16 to 64",70728
"E07000103","Aged 65+",13846
"E07000143","Aged 0 to 15",24033
"E07000143","Aged 16 to 64",85054
"E07000143","Aged 65+",37533
"E07000144","Aged 0 to 15",22093
"E07000144","Aged 16 to 64",80107
"E07000144","Aged 65+",35957
"E07000145","Aged 0 to 15",17170
"E07000145","Aged 16 to 64",58417
"E07000145","Aged 65+",24942
"E07000146","Aged 0 to 15",25617
"E07000146","Aged 16 to 64",89107
"E07000146","Aged 65+",41482
"E07000147","Aged 0 to 15",13420
"E07000147","Aged 16 to 64",53717
"E07000147","Aged 65+",36080
"E07000148","Aged 0 to 15",23289
"E07000148","Aged 16 to 64",101920
"E07000148","Aged 65+",21973
"E07000149","Aged 0 to 15",25924
"E07000149","Aged 16 to 64",85752
"E07000149","Aged 65+",36772
"E07000200","Aged 0 to 15",15434
"E07000200","Aged 16 to 64",55276
"E07000200","Aged 65+",26323
"E07000202","Aged 0 to 15",28471
"E07000202","Aged 16 to 64",87821
"E07000202","Aged 65+",23982
"E07000203","Aged 0 to 15",17577
"E07000203","Aged 16 to 64",64850
"E07000203","Aged 65+",28348
"E07000240","Aged 0 to 15",31946
"E07000240","Aged 16 to 64",92515
"E07000240","Aged 65+",26551
"E07000241","Aged 0 to 15",22922
"E07000241","Aged 16 to 64",80002
"E07000241","Aged 65+",19895
"E07000242","Aged 0 to 15",30129
"E07000242","Aged 16 to 64",97080
"E07000242","Aged 65+",29666
"E07000243","Aged 0 to 15",18545
"E07000243","Aged 16 to 64",58850
"E07000243","Aged 65+",14379
"E07000244","Aged 0 to 15",38532
"E07000244","Aged 16 to 64",138783
"E07000244","Aged 65+",72349
"E07000245","Aged 0 to 15",34366
"E07000245","Aged 16 to 64",114581
"E07000245","Aged 65+",39538
"E09000001","Aged 0 to 15",712
"E09000001","Aged 16 to 64",13000
"E09000001","Aged 65+",1399
"E09000002","Aged 0 to 15",58929
"E09000002","Aged 16 to 64",153806
"E09000002","Aged 65+",20012
"E09000003","Aged 0 to 15",83146
"E09000003","Aged 16 to 64",261246
"E09000003","Aged 65+",60658
"E09000004","Aged 0 to 15",51912
"E09000004","Aged 16 to 64",162071
"E09000004","Aged 65+",42451
"E09000005","Aged 0 to 15",66255
"E09000005","Aged 16 to 64",243774
"E09000005","Aged 65+",42947
"E09000006","Aged 0 to 15",65182
"E09000006","Aged 16 to 64",210153
"E09000006","Aged 65+",59984
"E09000007","Aged 0 to 15",31044
"E09000007","Aged 16 to 64",159587
"E09000007","Aged 65+",26312
"E09000008","Aged 0 to 15",82949
"E09000008","Aged 16 to 64",269659
"E09000008","Aged 65+",56734
"E09000009","Aged 0 to 15",72667
"E09000009","Aged 16 to 64",264673
"E09000009","Aged 65+",48645
"E09000010","Aged 0 to 15",70418
"E09000010","Aged 16 to 64",208979
"E09000010","Aged 65+",48037
"E09000011","Aged 0 to 15",58078
"E09000011","Aged 16 to 64",209216
"E09000011","Aged 65+",32234
"E09000012","Aged 0 to 15",48182
"E09000012","Aged 16 to 64",195976
"E09000012","Aged 65+",22600
"E09000013","Aged 0 to 15",28480
"E09000013","Aged 16 to 64",139708
"E09000013","Aged 65+",20499
"E09000014","Aged 0 to 15",47371
"E09000014","Aged 16 to 64",186728
"E09000014","Aged 65+",29751
"E09000015","Aged 0 to 15",53449
"E09000015","Aged 16 to 64",174688
"E09000015","Aged 65+",42587
"E09000016","Aged 0 to 15",56895
"E09000016","Aged 16 to 64",171670
"E09000016","Aged 65+",47709
"E09000017","Aged 0 to 15",67140
"E09000017","Aged 16 to 64",218847
"E09000017","Aged 65+",43198
"E09000018","Aged 0 to 15",59828
"E09000018","Aged 16 to 64",202972
"E09000018","Aged 65+",36624
"E09000019","Aged 0 to 15",31683
"E09000019","Aged 16 to 64",169711
"E09000019","Aged 65+",21630
"E09000020","Aged 0 to 15",20053
"E09000020","Aged 16 to 64",102151
"E09000020","Aged 65+",22314
"E09000021","Aged 0 to 15",32844
"E09000021","Aged 16 to 64",113922
"E09000021","Aged 65+",25926
"E09000022","Aged 0 to 15",45141
"E09000022","Aged 16 to 64",241765
"E09000022","Aged 65+",30014
"E09000023","Aged 0 to 15",55268
"E09000023","Aged 16 to 64",214880
"E09000023","Aged 65+",31107
"E09000024","Aged 0 to 15",41890
"E09000024","Aged 16 to 64",147759
"E09000024","Aged 65+",28890
"E09000025","Aged 0 to 15",75145
"E09000025","Aged 16 to 64",271170
"E09000025","Aged 65+",28208
"E09000026","Aged 0 to 15",69428
"E09000026","Aged 16 to 64",211439
"E09000026","Aged 65+",40364
"E09000027","Aged 0 to 15",38935
"E09000027","Aged 16 to 64",124357
"E09000027","Aged 65+",33386
"E09000028","Aged 0 to 15",49020
"E09000028","Aged 16 to 64",237084
"E09000028","Aged 65+",28682
"E09000029","Aged 0 to 15",45184
"E09000029","Aged 16 to 64",136451
"E09000029","Aged 65+",32890
"E09000030","Aged 0 to 15",56085
"E09000030","Aged 16 to 64",256242
"E09000030","Aged 65+",19559
"E09000031","Aged 0 to 15",56077
"E09000031","Aged 16 to 64",193593
"E09000031","Aged 65+",30067
"E09000032","Aged 0 to 15",52774
"E09000032","Aged 16 to 64",251330
"E09000032","Aged 65+",33551
"E09000033","Aged 0 to 15",26220
"E09000033","Aged 16 to 64",157248
"E09000033","Aged 65+",26528
"E06000035","Aged 0 to 15",61298
"E06000035","Aged 16 to 64",183288
"E06000035","Aged 65+",48069
"E06000036","Aged 0 to 15",25759
"E06000036","Aged 16 to 64",84165
"E06000036","Aged 65+",20882
"E06000037","Aged 0 to 15",30849
"E06000037","Aged 16 to 64",100702
"E06000037","Aged 65+",33561
"E06000038","Aged 0 to 15",34635
"E06000038","Aged 16 to 64",126045
"E06000038","Aged 65+",22227
"E06000039","Aged 0 to 15",41506
"E06000039","Aged 16 to 64",109505
"E06000039","Aged 65+",16348
"E06000040","Aged 0 to 15",30120
"E06000040","Aged 16 to 64",98854
"E06000040","Aged 65+",29969
"E06000041","Aged 0 to 15",39348
"E06000041","Aged 16 to 64",115333
"E06000041","Aged 65+",32519
"E06000042","Aged 0 to 15",66211
"E06000042","Aged 16 to 64",196168
"E06000042","Aged 65+",43505
"E06000043","Aged 0 to 15",40352
"E06000043","Aged 16 to 64",202995
"E06000043","Aged 65+",40523
"E06000044","Aged 0 to 15",38294
"E06000044","Aged 16 to 64",144067
"E06000044","Aged 65+",31960
"E06000045","Aged 0 to 15",45324
"E06000045","Aged 16 to 64",178545
"E06000045","Aged 65+",35555
"E06000046","Aged 0 to 15",20408
"E06000046","Aged 16 to 64",78509
"E06000046","Aged 65+",42743
"E06000060","Aged 0 to 15",115295
"E06000060","Aged 16 to 64",352942
"E06000060","Aged 65+",110535
"E07000061","Aged 0 to 15",17182
"E07000061","Aged 16 to 64",61152
"E07000061","Aged 65+",25925
"E07000062","Aged 0 to 15",15855
"E07000062","Aged 16 to 64",56145
"E07000062","Aged 65+",19219
"E07000063","Aged 0 to 15",16606
"E07000063","Aged 16 to 64",58096
"E07000063","Aged 65+",27661
"E07000064","Aged 0 to 15",14059
"E07000064","Aged 16 to 64",50808
"E07000064","Aged 65+",31266
"E07000065","Aged 0 to 15",27605
"E07000065","Aged 16 to 64",93959
"E07000065","Aged 65+",45344
"E07000084","Aged 0 to 15",36576
"E07000084","Aged 16 to 64",121904
"E07000084","Aged 65+",34630
"E07000085","Aged 0 to 15",22404
"E07000085","Aged 16 to 64",75878
"E07000085","Aged 65+",31693
"E07000086","Aged 0 to 15",27053
"E07000086","Aged 16 to 64",87275
"E07000086","Aged 65+",28605
"E07000087","Aged 0 to 15",18551
"E07000087","Aged 16 to 64",67012
"E07000087","Aged 65+",29865
"E07000088","Aged 0 to 15",14401
"E07000088","Aged 16 to 64",49923
"E07000088","Aged 65+",18597
"E07000089","Aged 0 to 15",19188
"E07000089","Aged 16 to 64",62713
"E07000089","Aged 65+",21261
"E07000090","Aged 0 to 15",21818
"E07000090","Aged 16 to 64",73403
"E07000090","Aged 65+",31764
"E07000091","Aged 0 to 15",26249
"E07000091","Aged 16 to 64",95841
"E07000091","Aged 65+",54026
"E07000092","Aged 0 to 15",20013
"E07000092","Aged 16 to 64",69614
"E07000092","Aged 65+",16124
"E07000093","Aged 0 to 15",24529
"E07000093","Aged 16 to 64",80977
"E07000093","Aged 65+",29695
"E07000094","Aged 0 to 15",24449
"E07000094","Aged 16 to 64",82671
"E07000094","Aged 65+",28512
"E07000105","Aged 0 to 15",27567
"E07000105","Aged 16 to 64",85568
"E07000105","Aged 65+",27801
"E07000106","Aged 0 to 15",26148
"E07000106","Aged 16 to 64",99758
"E07000106","Aged 65+",36194
"E07000107","Aged 0 to 15",28565
"E07000107","Aged 16 to 64",79691
"E07000107","Aged 65+",16755
"E07000108","Aged 0 to 15",20750
"E07000108","Aged 16 to 64",69282
"E07000108","Aged 65+",29736
"E07000109","Aged 0 to 15",23717
"E07000109","Aged 16 to 64",68234
"E07000109","Aged 65+",18720
"E07000110","Aged 0 to 15",37175
"E07000110","Aged 16 to 64",114980
"E07000110","Aged 65+",35612
"E07000111","Aged 0 to 15",23960
"E07000111","Aged 16 to 64",71596
"E07000111","Aged 65+",27192
"E07000112","Aged 0 to 15",18470
"E07000112","Aged 16 to 64",65038
"E07000112","Aged 65+",28903
"E07000113","Aged 0 to 15",31157
"E07000113","Aged 16 to 64",96815
"E07000113","Aged 65+",30407
"E07000114","Aged 0 to 15",25458
"E07000114","Aged 16 to 64",83191
"E07000114","Aged 65+",34042
"E07000115","Aged 0 to 15",27178
"E07000115","Aged 16 to 64",83097
"E07000115","Aged 65+",26578
"E07000116","Aged 0 to 15",23913
"E07000116","Aged 16 to 64",71757
"E07000116","Aged 65+",24024
"E07000177","Aged 0 to 15",32523
"E07000177","Aged 16 to 64",107694
"E07000177","Aged 65+",30209
"E07000178","Aged 0 to 15",25745
"E07000178","Aged 16 to 64",120279
"E07000178","Aged 65+",20010
"E07000179","Aged 0 to 15",28539
"E07000179","Aged 16 to 64",94907
"E07000179","Aged 65+",33024
"E07000180","Aged 0 to 15",29203
"E07000180","Aged 16 to 64",90363
"E07000180","Aged 65+",29781
"E07000181","Aged 0 to 15",21479
"E07000181","Aged 16 to 64",72487
"E07000181","Aged 65+",26975
"E07000207","Aged 0 to 15",29792
"E07000207","Aged 16 to 64",86021
"E07000207","Aged 65+",26113
"E07000208","Aged 0 to 15",16834
"E07000208","Aged 16 to 64",51368
"E07000208","Aged 65+",15086
"E07000209","Aged 0 to 15",25802
"E07000209","Aged 16 to 64",99505
"E07000209","Aged 65+",26052
"E07000210","Aged 0 to 15",15221
"E07000210","Aged 16 to 64",51699
"E07000210","Aged 65+",21789
"E07000211","Aged 0 to 15",31657
"E07000211","Aged 16 to 64",98673
"E07000211","Aged 65+",28804
"E07000212","Aged 0 to 15",16093
"E07000212","Aged 16 to 64",60214
