"areacd","category","value"
"E07000126","Aged 65+",23654
"E07000127","Aged 0 to 15",19275
"E07000127","Aged 16 to 64",71190
"E07000127","Aged 65+",25279
"E07000128","Aged 0 to 15",17454
"E07000128","Aged 16 to 64",61635
"E07000128","Aged 65+",30455
"E08000001","Aged 0 to 15",63834
"E08000001","Aged 16 to 64",180808
"E08000001","Aged 65+",50246
"E08000002","Aged 0 to 15",39550
"E08000002","Aged 16 to 64",118976
"E08000002","Aged 65+",35237
"E08000003","Aged 0 to 15",114528
"E08000003","Aged 16 to 64",379939
"E08000003","Aged 65+",51480
"E08000004","Aged 0 to 15",55518
"E08000004","Aged 16 to 64",148113
"E08000004","Aged 65+",38446
"E08000005","Aged 0 to 15",48514
"E08000005","Aged 16 to 64",137141
"E08000005","Aged 65+",36387
"E08000006","Aged 0 to 15",52085
"E08000006","Aged 16 to 64",175404
"E08000006","Aged 65+",36122
"E08000007","Aged 0 to 15",55808
"E08000007","Aged 16 to 64",178678
"E08000007","Aged 65+",58686
"E08000008","Aged 0 to 15",45893
"E08000008","Aged 16 to 64",143749
"E08000008","Aged 65+",40310
"E08000009","Aged 0 to 15",49280
"E08000009","Aged 16 to 64",145853
"E08000009","Aged 65+",40988
"E08000010","Aged 0 to 15",60624
"E08000010","Aged 16 to 64",202981
"E08000010","Aged 65+",62781
"E08000011","Aged 0 to 15",29755
"E08000011","Aged 16 to 64",96226
"E08000011","Aged 65+",25812
"E08000012","Aged 0 to 15",83945
"E08000012","Aged 16 to 64",327213
"E08000012","Aged 65+",73529
"E08000013","Aged 0 to 15",32950
"E08000013","Aged 16 to 64",111197
"E08000013","Aged 65+",37394
"E08000014","Aged 0 to 15",47172
"E08000014","Aged 16 to 64",167215
"E08000014","Aged 65+",64521
"E08000015","Aged 0 to 15",58976
"E08000015","Aged 16 to 64",191739
"E08000015","Aged 65+",70017
"E06000010","Aged 0 to 15",53608
"E06000010","Aged 16 to 64",174925
"E06000010","Aged 65+",40216
"E06000011","Aged 0 to 15",54108
"E06000011","Aged 16 to 64",196261
"E06000011","Aged 65+",88575
"E06000012","Aged 0 to 15",30017
"E06000012","Aged 16 to 64",95466
"E06000012","Aged 65+",32474
"E06000013","Aged 0 to 15",30768
"E06000013","Aged 16 to 64",103119
"E06000013","Aged 65+",36396
"E06000014","Aged 0 to 15",31482
"E06000014","Aged 16 to 64",133933
"E06000014","Aged 65+",38462
"E06000065","Aged 0 to 15",100235
"E06000065","Aged 16 to 64",360377
"E06000065","Aged 65+",150048
"E08000016","Aged 0 to 15",44725
"E08000016","Aged 16 to 64",151672
"E08000016","Aged 65+",47161
"E08000017","Aged 0 to 15",57563
"E08000017","Aged 16 to 64",191722
"E08000017","Aged 65+",59153
"E08000018","Aged 0 to 15",50885
"E08000018","Aged 16 to 64",163123
"E08000018","Aged 65+",51983
"E08000019","Aged 0 to 15",101140
"E08000019","Aged 16 to 64",360944
"E08000019","Aged 65+",94315
"E08000032","Aged 0 to 15",127360
"E08000032","Aged 16 to 64",337277
"E08000032","Aged 65+",81329
"E08000033","Aged 0 to 15",40814
"E08000033","Aged 16 to 64",128114
"E08000033","Aged 65+",38801
"E08000034","Aged 0 to 15",87938
"E08000034","Aged 16 to 64",269214
"E08000034","Aged 65+",76107
"E08000035","Aged 0 to 15",153512
"E08000035","Aged 16 to 64",525699
"E08000035","Aged 65+",125429
"E08000036","Aged 0 to 15",65274
"E08000036","Aged 16 to 64",217388
"E08000036","Aged 65+",65539
"E06000015","Aged 0 to 15",53387
"E06000015","Aged 16 to 64",166984
"E06000015","Aged 65+",42643
"E06000016","Aged 0 to 15",79208
"E06000016","Aged 16 to 64",247772
"E06000016","Aged 65+",42796
"E06000017","Aged 0 to 15",6870
"E06000017","Aged 16 to 64",23232
"E06000017","Aged 65+",10073
"E06000018","Aged 0 to 15",60732
"E06000018","Aged 16 to 64",224523
"E06000018","Aged 65+",37905
"E06000061","Aged 0 to 15",70376
"E06000061","Aged 16 to 64",220247
"E06000061","Aged 65+",64225
"E06000062","Aged 0 to 15",82261
"E06000062","Aged 16 to 64",268521
"E06000062","Aged 65+",71386
"E07000032","Aged 0 to 15",21212
"E07000032","Aged 16 to 64",76517
"E07000032","Aged 65+",28062
"E07000033","Aged 0 to 15",13857
"E07000033","Aged 16 to 64",49284
"E07000033","Aged 65+",16037
"E07000034","Aged 0 to 15",17854
"E07000034","Aged 16 to 64",64367
"E07000034","Aged 65+",21933
"E07000035","Aged 0 to 15",10674
"E07000035","Aged 16 to 64",40949
"E07000035","Aged 65+",19567
"E07000036","Aged 0 to 15",19863
"E07000036","Aged 16 to 64",70384
"E07000036","Aged 65+",23464
"E07000037","Aged 0 to 15",15542
"E07000037","Aged 16 to 64",56163
"E07000037","Aged 65+",19465
"E07000038","Aged 0 to 15",16272
"E07000038","Aged 16 to 64",59078
"E07000038","Aged 65+",25021
"E07000039","Aged 0 to 15",19566
"E07000039","Aged 16 to 64",64500
"E07000039","Aged 65+",19249
"E07000129","Aged 0 to 15",19124
"E07000129","Aged 16 to 64",61902
"E07000129","Aged 65+",20751
"E07000130","Aged 0 to 15",30461
"E07000130","Aged 16 to 64",116650
"E07000130","Aged 65+",33877
"E07000131","Aged 0 to 15",16825
"E07000131","Aged 16 to 64",56320
"E07000131","Aged 65+",20516
"E07000132","Aged 0 to 15",19579
"E07000132","Aged 16 to 64",68096
"E07000132","Aged 65+",25013
"E07000133","Aged 0 to 15",8855
"E07000133","Aged 16 to 64",30754
"E07000133","Aged 65+",11861
"E07000134","Aged 0 to 15",18393
"E07000134","Aged 16 to 64",63471
"E07000134","Aged 65+",20597
"E07000135","Aged 0 to 15",10494
"E07000135","Aged 16 to 64",34918
"E07000135","Aged 65+",12360
"E07000136","Aged 0 to 15",13108
"E07000136","Aged 16 to 64",42839
"E07000136","Aged 65+",14279
"E07000137","Aged 0 to 15",21086
"E07000137","Aged 16 to 64",78075
"E07000137","Aged 65+",42878
"E07000138","Aged 0 to 15",16945
"E07000138","Aged 16 to 64",71689
"E07000138","Aged 65+",14970
"E07000139","Aged 0 to 15",19893
"E07000139","Aged 16 to 64",68703
"E07000139","Aged 65+",27225
"E07000140","Aged 0 to 15",15897
"E07000140","Aged 16 to 64",55181
"E07000140","Aged 65+",22389
"E07000141","Aged 0 to 15",25550
"E07000141","Aged 16 to 64",84317
"E07000141","Aged 65+",32345
"E07000142","Aged 0 to 15",16112
"E07000142","Aged 16 to 64",54433
"E07000142","Aged 65+",23349
"E07000170","Aged 0 to 15",23658
"E07000170","Aged 16 to 64",78202
"E07000170","Aged 65+",24661
"E07000171","Aged 0 to 15",20250
"E07000171","Aged 16 to 64",70574
"E07000171","Aged 65+",25661
"E07000172","Aged 0 to 15",18670
"E07000172","Aged 16 to 64",68524
"E07000172","Aged 65+",24063
"E07000173","Aged 0 to 15",20737
"E07000173","Aged 16 to 64",71176
"E07000173","Aged 65+",25216
"E07000174","Aged 0 to 15",20350
"E07000174","Aged 16 to 64",68824
"E07000174","Aged 65+",21063
"E07000175","Aged 0 to 15",21007
"E07000175","Aged 16 to 64",73611
"E07000175","Aged 65+",27006
"E07000176","Aged 0 to 15",21136
"E07000176","Aged 16 to 64",70379
"E07000176","Aged 65+",25132
"E06000019","Aged 0 to 15",30398
"E06000019","Aged 16 to 64",108695
"E06000019","Aged 65+",47280
"E06000020","Aged 0 to 15",36486
"E06000020","Aged 16 to 64",113956
"E06000020","Aged 65+",31639
"E06000021","Aged 0 to 15",52987
"E06000021","Aged 16 to 64",162306
"E06000021","Aged 65+",43888
"E06000051","Aged 0 to 15",51549
"E06000051","Aged 16 to 64",188540
"E06000051","Aged 65+",79640
"E07000192","Aged 0 to 15",17718
"E07000192","Aged 16 to 64",62088
"E07000192","Aged 65+",19177
"E07000193","Aged 0 to 15",23180
"E07000193","Aged 16 to 64",76144
"E07000193","Aged 65+",22728
"E07000194","Aged 0 to 15",17601
"E07000194","Aged 16 to 64",61539
"E07000194","Aged 65+",25039
"E07000195","Aged 0 to 15",20478
"E07000195","Aged 16 to 64",78030
"E07000195","Aged 65+",26567
"E07000196","Aged 0 to 15",16890
"E07000196","Aged 16 to 64",66078
"E07000196","Aged 65+",27510
"E07000197","Aged 0 to 15",22874
"E07000197","Aged 16 to 64",81549
"E07000197","Aged 65+",30863
"E07000198","Aged 0 to 15",15257
"E07000198","Aged 16 to 64",56306
"E07000198","Aged 65+",24803
"E07000199","Aged 0 to 15",14823
"E07000199","Aged 16 to 64",48333
"E07000199","Aged 65+",14542
"E07000218","Aged 0 to 15",11110
"E07000218","Aged 16 to 64",39208
"E07000218","Aged 65+",14065
"E07000219","Aged 0 to 15",25478
"E07000219","Aged 16 to 64",82221
"E07000219","Aged 65+",25254
"E07000220","Aged 0 to 15",21536
"E07000220","Aged 16 to 64",68912
"E07000220","Aged 65+",20550
"E07000221","Aged 0 to 15",21428
"E07000221","Aged 16 to 64",75483
"E07000221","Aged 65+",32905
"E07000222","Aged 0 to 15",24878
"E07000222","Aged 16 to 64",93455
"E07000222","Aged 65+",27672
"E07000234","Aged 0 to 15",17895
"E07000234","Aged 16 to 64",58073
"E07000234","Aged 65+",22371
"E07000235","Aged 0 to 15",12362
"E07000235","Aged 16 to 64",43600
"E07000235","Aged 65+",21910
"E07000236","Aged 0 to 15",16870
"E07000236","Aged 16 to 64",53638
"E07000236","Aged 65+",15799
"E07000237","Aged 0 to 15",18884
"E07000237","Aged 16 to 64",68300
"E07000237","Aged 65+",17953
"E07000238","Aged 0 to 15",21532
"E07000238","Aged 16 to 64",75568
"E07000238","Aged 65+",31903
"E07000239","Aged 0 to 15",17322
"E07000239","Aged 16 to 64",58747
"E07000239","Aged 65+",25523
"E08000025","Aged 0 to 15",262149
"E08000025","Aged 16 to 64",737919
"E08000025","Aged 65+",150578
"E08000026","Aged 0 to 15",69084
"E08000026","Aged 16 to 64",224578
"E08000026","Aged 65+",50053
"E08000027","Aged 0 to 15",61245
"E08000027","Aged 16 to 64",195017
"E08000027","Aged 65+",65828
"E08000028","Aged 0 to 15",76317
"E08000028","Aged 16 to 64",214002
"E08000028","Aged 65+",49879
"E08000029","Aged 0 to 15",41645
"E08000029","Aged 16 to 64",129007
"E08000029","Aged 65+",45671
"E08000030","Aged 0 to 15",61456
"E08000030","Aged 16 to 64",173395
"E08000030","Aged 65+",49749
"E08000031","Aged 0 to 15",55299
"E08000031","Aged 16 to 64",164680
"E08000031","Aged 65+",43540
"E06000031","Aged 0 to 15",47847
"E06000031","Aged 16 to 64",135245
"E06000031","Aged 65+",29934
"E06000032","Aged 0 to 15",52804
"E06000032","Aged 16 to 64",144092
"E06000032","Aged 65+",26210
"E06000033","Aged 0 to 15",34672
"E06000033","Aged 16 to 64",112653
"E06000033","Aged 65+",34790
"E06000034","Aged 0 to 15",39648
"E06000034","Aged 16 to 64",111321
"E06000034","Aged 65+",23955
"E06000055","Aged 0 to 15",36467
"E06000055","Aged 16 to 64",113749
"E06000055","Aged 65+",30435
"E06000056","Aged 0 to 15",55654
"E06000056","Aged 16 to 64",177579
"E06000056","Aged 65+",51455
"E07000008","Aged 0 to 15",20806
"E07000008","Aged 16 to 64",106111
"E07000008","Aged 65+",16236
"E07000009","Aged 0 to 15",16620
"E07000009","Aged 16 to 64",52582
"E07000009","Aged 65+",17808
"E07000010","Aged 0 to 15",17819
"E07000010","Aged 16 to 64",61625
"E07000010","Aged 65+",23043
"E07000011","Aged 0 to 15",32106
"E07000011","Aged 16 to 64",109276
"E07000011","Aged 65+",35586
"E07000012","Aged 0 to 15",31290
"E07000012","Aged 16 to 64",96948
"E07000012","Aged 65+",30793
"E07000066","Aged 0 to 15",38775
"E07000066","Aged 16 to 64",116919
"E07000066","Aged 65+",32020
"E07000067","Aged 0 to 15",28653
"E07000067","Aged 16 to 64",93603
"E07000067","Aged 65+",31183
"E07000068","Aged 0 to 15",14095
"E07000068","Aged 16 to 64",47496
"E07000068","Aged 65+",15640
"E07000069","Aged 0 to 15",15162
"E07000069","Aged 16 to 64",51845
"E07000069","Aged 65+",22612
"E07000070","Aged 0 to 15",33575
"E07000070","Aged 16 to 64",111848
"E07000070","Aged 65+",34459
"E07000071","Aged 0 to 15",35943
"E07000071","Aged 16 to 64",120817
"E07000071","Aged 65+",33710
"E07000072","Aged 0 to 15",25013
"E07000072","Aged 16 to 64",83067
"E07000072","Aged 65+",26126
"E07000073","Aged 0 to 15",19936
"E07000073","Aged 16 to 64",58593
"E07000073","Aged 65+",13423
"E07000074","Aged 0 to 15",10493
"E07000074","Aged 16 to 64",37811
"E07000074","Aged 65+",16177
"E07000075","Aged 0 to 15",14725
"E07000075","Aged 16 to 64",50594
"E07000075","Aged 65+",19971
"E07000076","Aged 0 to 15",23237
"E07000076","Aged 16 to 64",78933
"E07000076","Aged 65+",43526
"E07000077","Aged 0 to 15",17562
"E07000077","Aged 16 to 64",54021
"E07000077","Aged 65+",17778
"E07000095","Aged 0 to 15",19713
"E07000095","Aged 16 to 64",61807
"E07000095","Aged 65+",17349
"E07000096","Aged 0 to 15",31038
"E07000096","Aged 16 to 64",96775
"E07000096","Aged 65+",26554
"E07000098","Aged 0 to 15",21855
"E07000098","Aged 16 to 64",66388
"E07000098","Aged 65+",18991
"E07000099","Aged 0 to 15",25752
"E07000099","Aged 16 to 64",81920
"E07000099","Aged 65+",25523
"E07000102","Aged 0 to 15",18809
"E07000102","Aged 16 to 64",57882
"E07000102","Aged 65+",16752
"E07000103","Aged 0 to 15",21572
"E07000103","Aged 16 to 64",67801
"E07000103","Aged 65+",12799
"E07000143","Aged 0 to 15",23722
"E07000143","Aged 16 to 64",81229
"E07000143","Aged 65+",34572
"E07000144","Aged 0 to 15",21120
"E07000144","Aged 16 to 64",74999
"E07000144","Aged 65+",33602
"E07000145","Aged 0 to 15",17506
"E07000145","Aged 16 to 64",59046
"E07000145","Aged 65+",23896
"E07000146","Aged 0 to 15",25689
"E07000146","Aged 16 to 64",88220
"E07000146","Aged 65+",39423
"E07000147","Aged 0 to 15",14129
"E07000147","Aged 16 to 64",54260
"E07000147","Aged 65+",34120
"E07000148","Aged 0 to 15",23665
"E07000148","Aged 16 to 64",98242
"E07000148","Aged 65+",21393
"E07000149","Aged 0 to 15",24307
"E07000149","Aged 16 to 64",80236
"E07000149","Aged 65+",33588
"E07000200","Aged 0 to 15",15114
"E07000200","Aged 16 to 64",51783
"E07000200","Aged 65+",24020
"E07000202","Aged 0 to 15",28451
"E07000202","Aged 16 to 64",89577
"E07000202","Aged 65+",22781
"E07000203","Aged 0 to 15",16379
"E07000203","Aged 16 to 64",59136
"E07000203","Aged 65+",25325
"E07000240","Aged 0 to 15",32446
"E07000240","Aged 16 to 64",90377
"E07000240","Aged 65+",25235
"E07000241","Aged 0 to 15",22262
"E07000241","Aged 16 to 64",78154
"E07000241","Aged 65+",18764
"E07000242","Aged 0 to 15",28421
"E07000242","Aged 16 to 64",92251
"E07000242","Aged 65+",26663
"E07000243","Aged 0 to 15",18390
"E07000243","Aged 16 to 64",57799
"E07000243","Aged 65+",13352
"E07000244","Aged 0 to 15",40049
"E07000244","Aged 16 to 64",137687
"E07000244","Aged 65+",67316
"E07000245","Aged 0 to 15",33121
"E07000245","Aged 16 to 64",109605
"E07000245","Aged 65+",36977
"E09000001","Aged 0 to 15",646
"E09000001","Aged 16 to 64",6901
"E09000001","Aged 65+",1218
"E09000002","Aged 0 to 15",57981
"E09000002","Aged 16 to 64",141749
"E09000002","Aged 65+",19098
"E09000003","Aged 0 to 15",80596
"E09000003","Aged 16 to 64",254914
"E09000003","Aged 65+",55080
"E09000004","Aged 0 to 15",50776
"E09000004","Aged 16 to 64",155020
"E09000004","Aged 65+",40826
"E09000005","Aged 0 to 15",68282
"E09000005","Aged 16 to 64",240565
"E09000005","Aged 65+",38577
"E09000006","Aged 0 to 15",65846
"E09000006","Aged 16 to 64",207178
"E09000006","Aged 65+",58168
"E09000007","Aged 0 to 15",34025
"E09000007","Aged 16 to 64",157776
"E09000007","Aged 65+",25335
"E09000008","Aged 0 to 15",82409
"E09000008","Aged 16 to 64",256045
"E09000008","Aged 65+",52189
"E09000009","Aged 0 to 15",74021
"E09000009","Aged 16 to 64",249934
"E09000009","Aged 65+",43329
"E09000010","Aged 0 to 15",75584
"E09000010","Aged 16 to 64",215237
"E09000010","Aged 65+",44330
"E09000011","Aged 0 to 15",60828
"E09000011","Aged 16 to 64",197778
"E09000011","Aged 65+",29599
"E09000012","Aged 0 to 15",53260
"E09000012","Aged 16 to 64",192728
"E09000012","Aged 65+",19837
"E09000013","Aged 0 to 15",30012
"E09000013","Aged 16 to 64",139631
"E09000013","Aged 65+",18919
"E09000014","Aged 0 to 15",51266
"E09000014","Aged 16 to 64",195540
"E09000014","Aged 65+",26910
"E09000015","Aged 0 to 15",53002
"E09000015","Aged 16 to 64",169919
"E09000015","Aged 65+",39144
"E09000016","Aged 0 to 15",51985
"E09000016","Aged 16 to 64",162709
"E09000016","Aged 65+",46602
"E09000017","Aged 0 to 15",65098
"E09000017","Aged 16 to 64",200187
"E09000017","Aged 65+",40356
"E09000018","Aged 0 to 15",60696
"E09000018","Aged 16 to 64",196051
"E09000018","Aged 65+",32905
"E09000019","Aged 0 to 15",33562
"E09000019","Aged 16 to 64",168349
"E09000019","Aged 65+",20083
"E09000020","Aged 0 to 15",21917
"E09000020","Aged 16 to 64",104006
"E09000020","Aged 65+",20882
"E09000021","Aged 0 to 15",33337
"E09000021","Aged 16 to 64",112522
"E09000021","Aged 65+",23938
"E09000022","Aged 0 to 15",52082
"E09000022","Aged 16 to 64",250955
"E09000022","Aged 65+",26476
"E09000023","Aged 0 to 15",60766
"E09000023","Aged 16 to 64",216924
"E09000023","Aged 65+",28216
"E09000024","Aged 0 to 15",43306
"E09000024","Aged 16 to 64",147284
"E09000024","Aged 65+",26629
"E09000025","Aged 0 to 15",77247
"E09000025","Aged 16 to 64",248354
"E09000025","Aged 65+",24185
"E09000026","Aged 0 to 15",69120
"E09000026","Aged 16 to 64",205039
"E09000026","Aged 65+",37621
"E09000027","Aged 0 to 15",40677
"E09000027","Aged 16 to 64",126718
"E09000027","Aged 65+",30790
"E09000028","Aged 0 to 15",54387
"E09000028","Aged 16 to 64",233205
"E09000028","Aged 65+",24999
"E09000029","Aged 0 to 15",43711
"E09000029","Aged 16 to 64",133465
"E09000029","Aged 65+",31340
"E09000030","Aged 0 to 15",57770
"E09000030","Aged 16 to 64",230225
"E09000030","Aged 65+",17071
"E09000031","Aged 0 to 15",58259
"E09000031","Aged 16 to 64",194749
"E09000031","Aged 65+",28007
"E09000032","Aged 0 to 15",55854
"E09000032","Aged 16 to 64",247778
"E09000032","Aged 65+",30926
"E09000033","Aged 0 to 15",29084
"E09000033","Aged 16 to 64",154209
"E09000033","Aged 65+",25122
"E06000035","Aged 0 to 15",56977
"E06000035","Aged 16 to 64",177329
"E06000035","Aged 65+",45546
"E06000036","Aged 0 to 15",24285
"E06000036","Aged 16 to 64",79499
"E06000036","Aged 65+",17876
"E06000037","Aged 0 to 15",30972
"E06000037","Aged 16 to 64",99455
"E06000037","Aged 65+",30456
"E06000038","Aged 0 to 15",33515
"E06000038","Aged 16 to 64",120154
"E06000038","Aged 65+",20619
"E06000039","Aged 0 to 15",39628
"E06000039","Aged 16 to 64",103169
"E06000039","Aged 65+",14835
"E06000040","Aged 0 to 15",30273
"E06000040","Aged 16 to 64",95620
"E06000040","Aged 65+",28000
"E06000041","Aged 0 to 15",35615
"E06000041","Aged 16 to 64",106396
"E06000041","Aged 65+",29778
"E06000042","Aged 0 to 15",62345
"E06000042","Aged 16 to 64",181077
"E06000042","Aged 65+",38012
"E06000043","Aged 0 to 15",42861
"E06000043","Aged 16 to 64",198372
"E06000043","Aged 65+",38687
"E06000044","Aged 0 to 15",37872
"E06000044","Aged 16 to 64",142008
"E06000044","Aged 65+",30532
"E06000045","Aged 0 to 15",44967
"E06000045","Aged 16 to 64",170553
"E06000045","Aged 65+",33908
"E06000046","Aged 0 to 15",21594
"E06000046","Aged 16 to 64",79747
"E06000046","Aged 65+",40423
"E06000060","Aged 0 to 15",108893
"E06000060","Aged 16 to 64",335154
"E06000060","Aged 65+",101812
"E07000061","Aged 0 to 15",17577
"E07000061","Aged 16 to 64",60286
"E07000061","Aged 65+",24891
"E07000062","Aged 0 to 15",16691
"E07000062","Aged 16 to 64",56566
"E07000062","Aged 65+",18313
"E07000063","Aged 0 to 15",16935
"E07000063","Aged 16 to 64",57566
"E07000063","Aged 65+",26312
"E07000064","Aged 0 to 15",13772
"E07000064","Aged 16 to 64",48648
"E07000064","Aged 65+",30161
"E07000065","Aged 0 to 15",26347
"E07000065","Aged 16 to 64",89519
"E07000065","Aged 65+",41677
"E07000084","Aged 0 to 15",35166
"E07000084","Aged 16 to 64",114972
"E07000084","Aged 65+",31258
"E07000085","Aged 0 to 15",21492
"E07000085","Aged 16 to 64",72693
"E07000085","Aged 65+",27969
"E07000086","Aged 0 to 15",25205
"E07000086","Aged 16 to 64",81118
"E07000086","Aged 65+",25852
"E07000087","Aged 0 to 15",19102
"E07000087","Aged 16 to 64",68192
"E07000087","Aged 65+",27585
"E07000088","Aged 0 to 15",15100
"E07000088","Aged 16 to 64",50682
"E07000088","Aged 65+",17240
"E07000089","Aged 0 to 15",19007
"E07000089","Aged 16 to 64",59583
"E07000089","Aged 65+",19137
"E07000090","Aged 0 to 15",21533
"E07000090","Aged 16 to 64",72800
"E07000090","Aged 65+",29766
"E07000091","Aged 0 to 15",27706
"E07000091","Aged 16 to 64",98194
"E07000091","Aged 65+",51211
"E07000092","Aged 0 to 15",18938
"E07000092","Aged 16 to 64",66036
"E07000092","Aged 65+",14782
"E07000093","Aged 0 to 15",23402
"E07000093","Aged 16 to 64",77308
"E07000093","Aged 65+",26942
"E07000094","Aged 0 to 15",22429
"E07000094","Aged 16 to 64",75886
"E07000094","Aged 65+",26092
"E07000105","Aged 0 to 15",25909
"E07000105","Aged 16 to 64",79394
"E07000105","Aged 65+",25163
"E07000106","Aged 0 to 15",24637
"E07000106","Aged 16 to 64",98779
"E07000106","Aged 65+",33693
"E07000107","Aged 0 to 15",25102
"E07000107","Aged 16 to 64",72921
"E07000107","Aged 65+",15905
"E07000108","Aged 0 to 15",20251
"E07000108","Aged 16 to 64",68286
"E07000108","Aged 65+",27365
"E07000109","Aged 0 to 15",22275
"E07000109","Aged 16 to 64",66641
"E07000109","Aged 65+",18432
"E07000110","Aged 0 to 15",32691
"E07000110","Aged 16 to 64",106269
"E07000110","Aged 65+",32856
"E07000111","Aged 0 to 15",23965
"E07000111","Aged 16 to 64",69972
"E07000111","Aged 65+",25638
"E07000112","Aged 0 to 15",18369
"E07000112","Aged 16 to 64",64026
"E07000112","Aged 65+",27264
"E07000113","Aged 0 to 15",29337
"E07000113","Aged 16 to 64",91854
"E07000113","Aged 65+",28562
"E07000114","Aged 0 to 15",25573
"E07000114","Aged 16 to 64",81937
"E07000114","Aged 65+",33114
"E07000115","Aged 0 to 15",26611
"E07000115","Aged 16 to 64",80006
"E07000115","Aged 65+",24885
"E07000116","Aged 0 to 15",22840
"E07000116","Aged 16 to 64",70182
"E07000116","Aged 65+",22136
"E07000177","Aged 0 to 15",29849
"E07000177","Aged 16 to 64",99487
"E07000177","Aged 65+",27111
"E07000178","Aged 0 to 15",26081
"E07000178","Aged 16 to 64",116017
"E07000178","Aged 65+",18691
"E07000179","Aged 0 to 15",26937
"E07000179","Aged 16 to 64",88327
"E07000179","Aged 65+",29611
"E07000180","Aged 0 to 15",25785
"E07000180","Aged 16 to 64",82528
"E07000180","Aged 65+",26727
"E07000181","Aged 0 to 15",20054
"E07000181","Aged 16 to 64",67406
"E07000181","Aged 65+",23902
"E07000207","Aged 0 to 15",29942
"E07000207","Aged 16 to 64",82479
"E07000207","Aged 65+",24677
"E07000208","Aged 0 to 15",16200
"E07000208","Aged 16 to 64",49934
"E07000208","Aged 65+",14551
"E07000209","Aged 0 to 15",24767
"E07000209","Aged 16 to 64",92901
"E07000209","Aged 65+",24660
"E07000210","Aged 0 to 15",15147
"E07000210","Aged 16 to 64",51203
"E07000210","Aged 65+",20412
"E07000211","Aged 0 to 15",30216
"E07000211","Aged 16 to 64",92351
"E07000211","Aged 65+",26481
"E07000212","Aged 0 to 15",15110
"E07000212","Aged 16 to 64",56574
